doc_id,prompt,text_id,sentence_id,sentence,coding_id,notes,e/c,relabeling
text140,incident,text140_incident,2,Leave scars and bruises .,AB06,,,
text140,incident,text140_incident,3,One - sided .,RE02,,,
text140,perpetrator,text140_perpetrator,1,Aggressive .,PE03,,,
text140,perpetrator,text140_perpetrator,2,Much stronger than victim .,PE11,,,
text140,perpetrator,text140_perpetrator,4,Out of control with anger .,PE02,,,
text140,relationship,text140_relationship,1,Male dominant .,RE02,,,
text140,relationship,text140_relationship,2,Female voice is muted .,RE02,,,
text140,relationship,text140_relationship,3,Consistently violent .,FR01,,,
text140,victim,text140_victim,1,Defenceless .,VI13,,,
text140,victim,text140_victim,3,Unable to retaliate .,VI13,,,
text140,victim,text140_victim,4,Abused .,AB05,,,
text141,incident,text141_incident,1,"Man is often drunk , hits and punches woman and house","CI01, AB01, AB05",,,
text141,perpetrator,text141_perpetrator,1,"Loud , aggressive , dominant","PE08, PE03, PE04",,,
text141,relationship,text141_relationship,1,"Traditional gender roles , man is in charge , woman does as man says",GE01,,,
text141,victim,text141_victim,1,"Quiet , meek , feeble , submissive","VI08, VI05, VI01, VI05",,,
text142,incident,text142_incident,1,Emotional Gas lighting,MA01,,,
text142,incident,text142_incident,2,Physical Financial,"AB01, CB06",,,
text142,perpetrator,text142_perpetrator,1,Insecure Lacking self respect Feel inferior,"PE06, PE06, PE06",,,
text142,relationship,text142_relationship,1,Look like perfect couple Look like a ambitious couple People envy the relationship,"MA06, MA06, MA06",,,
text142,victim,text142_victim,1,Happy Efficient,"VI09, VI22",,,
text142,victim,text142_victim,2,Good career,VI22,,,
text143,incident,text143_incident,1,Sexual Physical Emotional,"AB03, AB01, AB02",,,
text143,perpetrator,text143_perpetrator,1,Controlling,CB01,,,
text143,perpetrator,text143_perpetrator,2,Misogonistic Angry Manipulative,"GE01, PE02, MA02",,,
text143,relationship,text143_relationship,1,Family Partner Stranger,"RE10, RE04, RE08",,,
text143,victim,text143_victim,1,Walking on egg shells Scared Sad Down trodden,"VI13, VI13, VI10, CB01",,,
text144,incident,text144_incident,1,gradual,AB11,,,
text144,perpetrator,text144_perpetrator,1,"aggressive , strong","PE03, PE11",,,
text144,relationship,text144_relationship,1,toxic,RE01,,,
text144,victim,text144_victim,1,"weak , can leave","VI01, BL01",,,
text145,incident,text145_incident,1,"Knocks her about and forces her into sex , has sex with her in ways she does not like or want .","AB01, AB03, AB03",,,
text145,incident,text145_incident,2,Causes minor injuries to her but not in places others can see .,MA06,,,
text145,perpetrator,text145_perpetrator,1,"A control freak , someone who loves to have power and take charge , possibly someone who was mistreated as a child and is now taking revenge .","CB01, PE04, PE09",,,
text145,perpetrator,text145_perpetrator,2,A bully .,PE01,,,
text145,relationship,text145_relationship,1,"Normal from outside onlookers but different behind closed doors , he makes her do everything , then punishes her for any mistakes , uses her for sex whenever he wants and how he wants it .","MA06, CB01, AB05, AB03",,,
text145,victim,text145_victim,1,"vulnerable , low esteem , gullible , needy .","VI01, VI03, MA03, VI01",,,
text145,victim,text145_victim,2,Someone who is desperate to be in a relationship and will be with any guy who will have here .,DE03,,,
text146,incident,text146_incident,1,"angry outbursts , breaking of items , smashing victims possessions , locking victim in room","AB02, AB05, AB02, AB04",,,
text146,perpetrator,text146_perpetrator,1,"male , uneducated , no father figure , substance abuse","CI02, PE27, CI01",,,
text146,relationship,text146_relationship,1,"volatile , controlled","RE01, CB01",,,
text146,victim,text146_victim,1,"female , uneducated , divorced parents , abusive past","CI02, VI10, VI11",,,
text147,incident,text147_incident,1,"disturbing , predictable , patterns , alarming ,",,,,
text147,perpetrator,text147_perpetrator,1,"controlling , vindictive , disciplined , sexual , dominance , narcissistic ,","CB01, PE01, PE16, GE01, PE04, PE05",,,
text147,relationship,text147_relationship,1,"toxic , vulnerable , misleading ,","RE01, RE01, MA01",,,
text147,victim,text147_victim,1,"coerced , vulnerable , worthless , ashamed ,","MA01, VI01, BL01, VI04",,,
text148,incident,text148_incident,1,"Physical assault , emotional abuse","AB01, AB02",,,
text148,perpetrator,text148_perpetrator,1,"violent , toxic masculinity","PE07, GE01",,,
text148,relationship,text148_relationship,1,Married,RE04,,,
text148,victim,text148_victim,1,"feminine , weak , passive , helpless","GE05, VI01, VI05, VI13",,,
text149,incident,text149_incident,1,"Threats of violence , including death - threats .","AB02, AB10",,,
text149,incident,text149_incident,2,"Choking , hair - pulling and hitting .","AB10, AB13, AB01",,,
text149,incident,text149_incident,3,Rape .,AB03,,,
text149,perpetrator,text149_perpetrator,1,Slovenly .,PE14,,,
text149,perpetrator,text149_perpetrator,2,Quick - tempered and cruel .,"PE02, PE01",,,
text149,perpetrator,text149_perpetrator,3,Unfaithful .,PE17,,,
text149,perpetrator,text149_perpetrator,4,Does n't help around the house .,GE01,,,
text149,relationship,text149_relationship,1,The female partner is expected to do all the work around the house .,GE01,,,
text149,relationship,text149_relationship,2,Male partner believes in traditional male and female roles .,GE01,,,
text149,relationship,text149_relationship,3,Male partner exerts coercive control and leaves female partner with very little freedom .,CB01,,,
text149,victim,text149_victim,1,Quiet and down - trodden .,"VI08, CB01",,,
text149,victim,text149_victim,2,Very loyal .,VI28,,,
text149,victim,text149_victim,3,Dresses down and does n't wear much makeup .,VI05,,,
text149,victim,text149_victim,4,Physically unassuming .,VI15,,,
text15,incident,text15_incident,1,"pushing , slap , shoving","AB01, AB01, AB01",,,
text15,perpetrator,text15_perpetrator,1,"bully , cruel , charming , nasty","PE01, PE01, MA01, PE01",,,
text15,relationship,text15_relationship,1,"unbalanced , one sided , needed","RE02, RE02, DE01",,,
text15,victim,text15_victim,1,"timid , weak , vulnerable , unconfident","VI05, VI01, VI01, VI03",,,
text150,incident,text150_incident,1,Too much of expectation Taken granted Sexual misconduct,"RE01, RE01, AB03",,,
text150,perpetrator,text150_perpetrator,1,Aggressive Intolerant,"PE03, PE01",,,
text150,relationship,text150_relationship,1,Friendship Married Colleagues,"RE08, RE04, RE08",,,
text150,victim,text150_victim,1,Lost self confidence helpless Could be wrong,"VI03, VI13",,,
text151,incident,text151_incident,1,Punches and slaps Emotional abuse and gaslighting justifying the violent act,"AB01, AB01, AB02, MA01",,,
text151,perpetrator,text151_perpetrator,1,manipulative Alcohol abuse insecure,"CB01, CI01, PE06",,,
text151,relationship,text151_relationship,1,outwardly appearing normal,MA06,,,
text151,relationship,text151_relationship,2,Male dominates relationship decisions,RE02,,,
text151,victim,text151_victim,1,Prone to abuse,VI11,,,
text151,victim,text151_victim,2,No where else to go Weak spirited Easily deceived into accepting apology,"DE03, VI01, MA03",,,
text152,incident,text152_incident,1,Coercive Physical abuse Mental abuse,"MA01, AB01, AB02",,,
text152,perpetrator,text152_perpetrator,1,"Powerful , strong & masculine Aggressive Jealous & controlling","PE16, PE11, GE08, PE03, CB02, CB01",,,
text152,relationship,text152_relationship,1,Toxic,RE01,,,
text152,relationship,text152_relationship,2,Controlling Jealous Coercive behaviour,"CB01, CB02, MA01",,,
text152,victim,text152_victim,1,Submissive Timid and weak Foolish,"VI05, VI05, VI01, BL01",,,
text152,victim,text152_victim,2,Brain washed,MA01,,,
text153,incident,text153_incident,1,alcohol or drug related may not need a trigger could be quite damaging due to difference in physical capabilities,"CI01, AB09",,,
text153,perpetrator,text153_perpetrator,1,bully bad upbringing ?,"PE01, PE09",,,
text153,perpetrator,text153_perpetrator,3,Lack of respect Lower intelligence / education,"PE01, CI02",,,
text153,relationship,text153_relationship,1,married/ romantic couple living together but not always the case relationship seen by outsiders as toxic,"RE04, RE09, AB08",,,
text153,victim,text153_victim,1,"weak suffers beyond the assault , not only physically hurt but mentally battered as well hopes things will improve Does what he wants even though she may not want to","VI01, VI10, VI25, CB01",,,
text154,incident,text154_incident,1,Have escalated over the years .,AB11,,,
text154,incident,text154_incident,3,She does n't tell anyone about the bruises and scars .,MA06,,,
text154,perpetrator,text154_perpetrator,1,Takes out his grievances on the victim .,PE01,,,
text154,perpetrator,text154_perpetrator,2,Blames the victim for all setbacks .,BL06,,,
text154,perpetrator,text154_perpetrator,3,Demands total compliance .,CB01,,,
text154,relationship,text154_relationship,1,Based on his aggression and her fear .,"PE03, VI13",,,
text154,relationship,text154_relationship,2,Has lasted several years .,RE04,,,
text154,victim,text154_victim,1,Trapped in a co - dependent relationship .,DE02,,,
text154,victim,text154_victim,2,Physically small and weak .,VI15,,,
text154,victim,text154_victim,3,Socially isolated .,VI02,,,
text154,victim,text154_victim,5,Against all the evidence she believes the perpetrator will change for the better .,VI28,,,
text155,incident,text155_incident,1,Fighting,AB02,,,
text155,incident,text155_incident,2,Smashing things,AB05,,,
text155,incident,text155_incident,3,Shouting,AB02,,,
text155,perpetrator,text155_perpetrator,1,Weak for attacking a women Talked about,,More opinion than stereotype,,
text155,relationship,text155_relationship,1,Violent Anger towards each other,"AB01, RE01",,,
text155,victim,text155_victim,1,Wanting to support them,VI28,,,
text155,victim,text155_victim,2,Tell them to end the relationship,,,,
text156,incident,text156_incident,1,"Attacking partner or family member because of something which happens outside of that relationship e.g. football team losing , boss being unpleasant at work , fall out with friends .",AB01,,,
text156,incident,text156_incident,2,Attacks triggered by alcohol or by people being together more than usual e.g. during public and religious holidays or events such as lock down .,CI01,,,
text156,incident,text156_incident,3,Financial difficulties can also lead to violence .,"CI02, AB01",,,
text156,incident,text156_incident,4,Attacks covered up by stories of ' accidents ' such as falling downstairs or walking into a door .,MA06,,,
text156,incident,text156_incident,5,In some cases the perpetrator will actually be proud of partner having bruises or a black eye or fractures and not attempt to cover up .,PE01,,,
text156,perpetrator,text156_perpetrator,1,Entitled and narcissisticd,"PE05, PE05",,,
text156,perpetrator,text156_perpetrator,2,Mood swings Poor self control,"PE02, PE02",,,
text156,perpetrator,text156_perpetrator,3,Low regard / respect for opposite sex Alcohol consumption May have family experience of abusive relationships or cultural / societal beliefs about male / female relationships which tend to reinforce this type of behaviour Keeps company with those with similar attitudes,"GE01, CI01, PE09, GE01, GE01",,,
text156,relationship,text156_relationship,1,Marriage or co - habitation or within nuclear family or simply a ' romantic ' relationship which does not involve co - habitation,"RE04, RE09",,,
text156,victim,text156_victim,1,"Trained to try to placate Low self - esteem Dependent Poor support from family of origin and from current friends Ashamed of situation so tries to cover up Responsibilities e.g. for children , or lack of income or cultural beliefs about male / female relationships keeps her in place","VI05, VI03, DE03, VI02, VI04, MA06, CI05, DE03, GE01",,,
text157,incident,text157_incident,1,"fighting , shouting , throwing items","AB02, AB02, AB05",,,
text157,perpetrator,text157_perpetrator,1,"scary , aggressive , controlling","PE01, PE03, CB01",,,
text157,relationship,text157_relationship,1,"controlling , imbalanced , one sided","CB01, RE02, RE02",,,
text157,victim,text157_victim,1,"vulnerable , traumatised , broken , detatched from others","VI01, VI10, VI10, VI02",,,
text158,perpetrator,text158_perpetrator,1,Violent Bully,"PE07, PE01",,,
text158,perpetrator,text158_perpetrator,2,Dominant Nasty,"PE04, PE01",,,
text158,relationship,text158_relationship,1,Weak One sided Unfair,"RE01, RE02, RE02",,,
text158,relationship,text158_relationship,2,Unstable,RE01,,,
text158,victim,text158_victim,1,Scared Punished Submissive Unhappy,"VI13, AB05, VI05, VI10",,,
text159,incident,text159_incident,1,Choking Verbal insults,"AB10, AB02",,,
text159,incident,text159_incident,2,Rape,AB03,,,
text159,perpetrator,text159_perpetrator,1,Controlling behavior Possessiveness Jealousy,"CB01, CB02, CB02",,,
text159,relationship,text159_relationship,1,Manipulation fear physical violence,"CB01, AB01",,,
text159,victim,text159_victim,1,Low self esteem Self blame Confusion about the blame,"VI03, BL05, VI17",,,
text16,incident,text16_incident,1,Woman is very emotional might mask controlling behaviour,"PE02, CB01",Confused. Needs to be fm_scenario. ,c,fm_recode
text16,perpetrator,text16_perpetrator,1,Female more controlling if the male,CB01,Confused. Needs to be fm_scenario. ,c,fm_recode
text16,relationship,text16_relationship,1,Controlled more by woman possible,RE02,Confused. Needs to be fm_scenario. ,c,fm_recode
text16,victim,text16_victim,1,Possible narsssic tendencies what people outside do nâ€™t see from the female male possible victom,"PE05, MA06",Confused. Needs to be fm_scenario. ,c,fm_recode
text160,incident,text160_incident,1,assault destruction of furniture threats gaslighting,"AB01, AB05, AB02, MA01",,,
text160,perpetrator,text160_perpetrator,1,loss of self - control communicative frustration remorse,"PE02, PE02, PE23",,,
text160,relationship,text160_relationship,1,toxic,RE01,,,
text160,victim,text160_victim,1,anxiety feelings of self - blame fear of leaving relationship walking on egg shells during some engagements,"VI13, BL05, VI28, VI13",,,
text161,incident,text161_incident,1,rape financial abuse physical assaults gaslighting,"AB03, CB06, AB01, MA01",,,
text161,perpetrator,text161_perpetrator,1,professional well dressed loud sly,"PE16, PE21, PE08, PE16",,,
text161,relationship,text161_relationship,1,couple living together married with children,"RE04, RE09, CI05",,,
text161,victim,text161_victim,1,slim quiet jittery home a lot/ out of work,"VI15, VI08, VI13, VI02, CI02",,,
text162,incident,text162_incident,1,Physical violence .,AB01,,,
text162,incident,text162_incident,3,Threatening behaviour .,AB02,,,
text162,incident,text162_incident,5,Psychological bullying and manipulation,"AB02, MA01",,,
text162,perpetrator,text162_perpetrator,1,"Aggressive , or demonstrates threats of aggression both physical and with the intention of insighting fear","PE03, AB02",,,
text162,relationship,text162_relationship,1,Abuse .,AB05,,,
text162,relationship,text162_relationship,3,Abusive in nature .,AB05,,,
text162,relationship,text162_relationship,4,"Violence , whether that be mental or physical .","AB02, AB01",,,
text162,relationship,text162_relationship,5,Toxic .,RE01,,,
text162,relationship,text162_relationship,7,Spiteful .,RE01,,,
text162,victim,text162_victim,1,Introverted .,VI08,,,
text162,victim,text162_victim,3,Reluctant to tell anyone about the fact that such violence is going on .,VI13,,,
text162,victim,text162_victim,5,Scared .,VI13,,,
text162,victim,text162_victim,7,Helpless .,VI13,,,
text162,victim,text162_victim,9,Ashamed .,VI04,,,
text162,victim,text162_victim,10,Abused .,AB05,,,
text163,incident,text163_incident,1,"punching , screaming , demanding","AB01, AB02, AB02",,,
text163,perpetrator,text163_perpetrator,1,"manipulative , abusive , yelling , harmful","MA02, AB05, AB02, AB05",,,
text163,relationship,text163_relationship,1,"Abusive , do not leave the relationship ,",AB05,,,
text163,victim,text163_victim,1,"beat down , submissive , unconfident , unsure","AB05, VI05, VI03, VI05",,,
text164,incident,text164_incident,1,vile hate spite frightening rageful hatred gross,AB02,,,
text164,perpetrator,text164_perpetrator,1,angry sadistic selfish bully hateful sad beast,"PE02, PE01, PE05, PE01, PE01, PE09, PE01",,,
text164,relationship,text164_relationship,1,happy sharing caring loving tender,RE12,,,
text164,victim,text164_victim,1,nervous sad upset violated embarrassed distressed,"VI13, VI10, VI18, AB05, VI04, VI10",,,
text17,incident,text17_incident,1,Physical abuse and harrassment,"AB01, AB02",,,
text17,perpetrator,text17_perpetrator,1,Male,,Exclusion.,e,
text17,relationship,text17_relationship,1,Partners,RE04,,,
text17,victim,text17_victim,1,Young female,VI14,"Assumed, as the male is just ""male"".",,
text18,incident,text18_incident,1,"Controlling , abusive physically and emotionally","CB01, AB01, AB02",,,
text18,perpetrator,text18_perpetrator,1,Manipulative,MA02,,,
text18,relationship,text18_relationship,1,Romantic couple,RE04,,,
text18,victim,text18_victim,1,Scared,VI13,,,
text19,incident,text19_incident,1,"He follows her home after she leaves the club , and tries to assault her",AB05,,,
text19,perpetrator,text19_perpetrator,1,Asian man late 40 's overweight and a smoker,"PE15, PE11, CI01",,,
text19,relationship,text19_relationship,1,"Strangers , likely met earlier in a club where she was n't interested in his advances",RE08,,,
text19,victim,text19_victim,1,"Young pretty woman around early 20 's , white and blonde hair","VI14, VI21",,,
text2,incident,text2_incident,1,Rape Punch,,Exclusion. Has cellmates as relationship for every scenario. Does not make sense in fm/mf. Unsure what is meant. ,e,
text2,incident,text2_incident,2,Kick,,,e,
text2,perpetrator,text2_perpetrator,1,Gangster Strong Bully Rapist,,,e,
text2,relationship,text2_relationship,1,Cell mates,,,e,
text2,victim,text2_victim,1,Weak Small,,,,
text2,victim,text2_victim,2,Molester,,,e,
text20,incident,text20_incident,1,"Hitting , grabbing","AB01, AB01",,,
text20,perpetrator,text20_perpetrator,1,"Controlling , aggressive , shouts","CB01, PE03, PE08",,,
text20,relationship,text20_relationship,1,Toxic,RE01,,,
text20,victim,text20_victim,1,"Scared to leave , loves them too much to leave","VI13, VI28",,,
text21,incident,text21_incident,1,Physical abuse Hiding from friends and family Apologies until next time,"AB01, MA06, MA05",,,
text21,incident,text21_incident,2,Threats Coercion,"AB02, MA01",,,
text21,incident,text21_incident,3,Broken promises,MA05,,,
text21,perpetrator,text21_perpetrator,1,Angry Dominating Loud Unreasonable Explosive,"PE02, PE04, PE08, PE02, PE02",,,
text21,relationship,text21_relationship,1,Volatile Very high highs and low lows,"RE01, RE01",,,
text21,victim,text21_victim,1,Quiet Meek Scared,"VI08, VI05, VI13",,,
text21,victim,text21_victim,2,Weak Stepping on eggshells Submissive,"VI01, VI13, VI05",,,
text22,incident,text22_incident,1,"Physical , sexual and mental abuse .","AB01, AB03, AB02",,,
text22,incident,text22_incident,2,Financial abuse too where the female has no control over her finances / the finances to escape the relationship .,CB06,,,
text22,perpetrator,text22_perpetrator,1,Aggresive .,PE03,,,
text22,perpetrator,text22_perpetrator,2,Inflated male ego .,GE01,,,
text22,perpetrator,text22_perpetrator,3,Believes men are superior to women .,GE01,,,
text22,relationship,text22_relationship,1,Controlled by the male .,GE01,,,
text22,relationship,text22_relationship,2,"Female has no identity of her own , nor a say in anything .",GE01,,,
text22,victim,text22_victim,1,Quiet timid female .,"VI05, VI05",,,
text22,victim,text22_victim,3,No friends and tends to keep herself to herself .,VI02,,,
text22,victim,text22_victim,4,Low self confidence .,VI03,,,
text23,incident,text23_incident,1,Punching Kicking,"AB01, AB01",,,
text23,perpetrator,text23_perpetrator,1,Strong Agressive Violent,"PE11, PE03, PE07",,,
text23,perpetrator,text23_perpetrator,2,Large,PE11,,,
text23,relationship,text23_relationship,1,Male dominated Violent,"RE02, AB01",,,
text23,relationship,text23_relationship,2,Anti social,CI03,,,
text23,victim,text23_victim,1,Weak Innocent Depressed,"VI01, VI24, VI10",,,
text24,incident,text24_incident,1,"physical violence against the vitcim , hitting , punching witholding items or refusing to let victim leave the house sexual violence against the victims will mental abuse - gas lighting or putting victim down","AB01, AB01, AB01, AB05, CB03, AB03, AB02, MA01, AB02",,,
text24,perpetrator,text24_perpetrator,1,confident arrogant jealous cocky demanding,"PE20, PE20, PE03, CB02, PE20, PE05",,,
text24,relationship,text24_relationship,1,partners or married,RE04,,,
text24,victim,text24_victim,1,nervous stressed and anxious most of the time untrusting of others,"VI13, VI13, VI13",,,
text25,incident,text25_incident,1,"So many Physical , emotional , sexual abuse .","AB01, AB02, AB03",,,
text25,incident,text25_incident,2,"Hitting , slapping , damaging items Abuse may not always be violent","AB01, AB01, AB05, AB02",,,
text25,perpetrator,text25_perpetrator,1,Controlling,CB01,,,
text25,perpetrator,text25_perpetrator,2,Jealous,CB02,,,
text25,perpetrator,text25_perpetrator,3,Aggressive Makes demands Unfair expectations,"PE03, PE05, PE01",,,
text25,relationship,text25_relationship,1,"Man in charge Woman may not be allowed to work , go out , have friends .","RE02, CB06 CB03, CB04",,,
text25,relationship,text25_relationship,2,Man thinks he has more rights,GE01,,,
text25,victim,text25_victim,1,Should leave Should nâ€™t put up with abuse,BL01,,,
text25,victim,text25_victim,2,Isolated Walking on eggshells,"VI03, VI13",,,
text26,incident,text26_incident,1,Beating Hitting,"AB01, AB01",,,
text26,incident,text26_incident,2,Punching,AB01,,,
text26,incident,text26_incident,3,Psychological abuse,AB02,,,
text26,perpetrator,text26_perpetrator,1,Dominant Controlling Angry and volatile Short temper Violent,"PE04, CB01, PE02, PE02, PE07",,,
text26,relationship,text26_relationship,1,Unequal Living in fear Emotional abuse Coercive control,"RE02, AB02, AB02, CB01",,,
text26,victim,text26_victim,1,Weak Physically diminutive,"VI01, VI15",,,
text26,victim,text26_victim,2,Accepting Feels responsible Non blaming,"VI09, BL06, VI09",,,
text26,victim,text26_victim,3,Forginving,VI09,,,
text27,incident,text27_incident,1,Hitting,AB01,,,
text27,incident,text27_incident,2,Controlling behaviour,CB01,,,
text27,perpetrator,text27_perpetrator,1,Manipulative,MA02,,,
text27,perpetrator,text27_perpetrator,2,Controlling,CB01,,,
text27,perpetrator,text27_perpetrator,3,Strong Nasty,"PE11, PE01",,,
text27,relationship,text27_relationship,1,Secretive Volatile,"MA06, RE01",,,
text27,victim,text27_victim,1,Scared Frightened,"VI13, VI13",,,
text27,victim,text27_victim,2,Trapped,VI13,,,
text28,incident,text28_incident,1,Sexual abuse Sexual coercion Physical abuse,"AB03, AB03, AB01",,,
text28,incident,text28_incident,2,Controlling behaviour,CB01,,,
text28,perpetrator,text28_perpetrator,1,Aggressive Heterosexual,PE03,,,
text28,perpetrator,text28_perpetrator,2,Older,PE15,,,
text28,perpetrator,text28_perpetrator,3,Rich & powerful or poor & insecure,"PE16, PE16, CI02, PE06",,,
text28,perpetrator,text28_perpetrator,4,Drugs,CI01,,,
text28,relationship,text28_relationship,1,Unhealthy Long relationship Live together,"RE01, RE04, RE09",,,
text28,relationship,text28_relationship,2,Married Kids,"RE04, CI05",,,
text28,victim,text28_victim,1,Quiet Unwilling to speak up / stand up Little support Willingly staying Thinks he can change,"VI08, VI05, VI02, VI28, VI28",,,
text29,incident,text29_incident,1,Threatening,AB02,,,
text29,incident,text29_incident,2,Cruel,RE01,,,
text29,incident,text29_incident,3,Injurious physically,AB06,,,
text29,incident,text29_incident,4,Frightening,AB02,,,
text29,perpetrator,text29_perpetrator,1,Domineering Alpha male Toxic masculinity Poor example in childhood Lack of education,"PE04, GE08, GE01, PE09, CI02",,,
text29,perpetrator,text29_perpetrator,2,Lack of emotional intelligence,PE02,,,
text29,relationship,text29_relationship,1,Toxic Unequal,"RE01, RE02",,,
text29,relationship,text29_relationship,2,Unloving Insecure,"RE01, RE01",,,
text29,victim,text29_victim,1,Insecure Anxious Unable to stand up for themself Financially reliant on partner Lack of confidence,"VI03, VI13, VI05, DE03, VI03",,,
text29,victim,text29_victim,2,Needy,VI01,,,
text3,incident,text3_incident,1,Taken place in the home,MA06,,,
text3,perpetrator,text3_perpetrator,1,Slightly older man,PE15,,,
text3,relationship,text3_relationship,1,Partners,RE04,,,
text3,victim,text3_victim,1,Young woman,VI14,,,
text30,incident,text30_incident,1,Slapping face,AB01,,,
text30,perpetrator,text30_perpetrator,1,Male Aggressive Intimidating,"PE03, PE11",,,
text30,perpetrator,text30_perpetrator,2,Controlling,CB01,,,
text30,relationship,text30_relationship,1,Arguments Distant Controlled,"RE01, CB01",,,
text30,victim,text30_victim,1,Female Nervous Kind Submissive,"VI13, VI09, VI05",,,
text31,incident,text31_incident,1,"Unacceptable , guilty in law",,Exclusion. Opinion not stereotype/assumption. ,e,
text31,perpetrator,text31_perpetrator,1,Guilty should be punished by law and people should and need to be warned about their danger,,Exclusion. Opinion not stereotype/assumption. ,e,
text31,relationship,text31_relationship,1,Does happen amd maybe a common occurence,,Exclusion. Unclear what is meant. ,e,
text31,victim,text31_victim,1,Blameless scared and fragile needs urgent help,"VI24, VI13, VI01",,,
text32,incident,text32_incident,1,A few incidents both public and private,FR02.3,,,
text32,perpetrator,text32_perpetrator,1,Alcohol abuse,CI01,,,
text32,relationship,text32_relationship,1,Tense,RE01,,,
text32,victim,text32_victim,1,Provides regardless of abuse,VI28,,,
text33,incident,text33_incident,1,"The male is the violent one , his hits her about the face and upper body , he pins her against the wall and rapes her .","AB01, AB04, AB03",,,
text33,perpetrator,text33_perpetrator,1,"Has previous convictions , obsessed about body image , bullied at school , physically fit and strong , devious , controlling and enjoys power .","PE07, PE20, PE09, PE11, PE01, CB01",,,
text33,relationship,text33_relationship,1,"Not married , he has moved in with her as she has a tenancy .",RE09,,,
text33,relationship,text33_relationship,2,Not married and have children from other partners .,CI05,,,
text33,victim,text33_victim,1,"vulnerable , experienced abuse as a child , has mental health problems , has always lived in poverty , mother suffered similar violence and abuse , substance misuser .","VI01, VI11, VI10, CI02, CI01",,,
text34,incident,text34_incident,1,whenever man tries to control or loses temper,"CB01, PE02",,,
text34,perpetrator,text34_perpetrator,1,bully dominant controlling,"PE01, PE04, CB01",,,
text34,relationship,text34_relationship,1,unsettled man is dominant,"RE06, PE04",,,
text34,victim,text34_victim,1,nervous submissive anxious,"VI13, VI05, VI13",,,
text35,incident,text35_incident,1,Physical violence Controlling,"AB01, CB01",,,
text35,perpetrator,text35_perpetrator,1,Right wing politics Believes men and women are already equal,"GE01, GE01",,,
text35,perpetrator,text35_perpetrator,2,Does not spend time with women voluntarily,GE01,,,
text35,perpetrator,text35_perpetrator,3,Large group of male friends Bolshy and arrogant attitude,"PE08, PE20",,,
text35,relationship,text35_relationship,1,Unequal Male dominated Long term,"RE02, PE04, RE04",,,
text35,relationship,text35_relationship,2,Married Children involved,"RE04, CI05",,,
text35,victim,text35_victim,1,Quiet and shy personality Distant from friends and relatives,"VI08, VI05, VI02",,,
text36,incident,text36_incident,1,"Punching kicking spitting , possibly sexual assault and rape","AB01, AB01, AB05, AB03, AB03",,,
text36,perpetrator,text36_perpetrator,1,Insecure Jealous,"PE06, CB02",,,
text36,perpetrator,text36_perpetrator,2,Possibly drunk Immoral,"CI02, PE01",,,
text36,relationship,text36_relationship,1,"Jealous , nasty .","CB02, RE01",,,
text36,relationship,text36_relationship,2,Man sees the woman as his property .,GE01,,,
text36,victim,text36_victim,1,Scared Afraid to leave Possibly tries to excuse or forget the behaviour of the perp Keeps quiet about what â€™s happening,"VI13, VI28, VI17, MA06",,,
text37,incident,text37_incident,1,Shameful and controlling,"AB02, CB01",,,
text37,perpetrator,text37_perpetrator,1,Demanding and a person who thinks their better than others,"PE05, PE20",,,
text37,relationship,text37_relationship,1,Tense,RE01,,,
text37,victim,text37_victim,1,Feels pain and hurt and a sense of loss,VI10,,,
text38,incident,text38_incident,1,"thug , bully , beating","AB02, AB01",,,
text38,perpetrator,text38_perpetrator,1,beating someone up,AB01,,,
text38,relationship,text38_relationship,1,toxic,RE01,,,
text38,victim,text38_victim,1,beaten up,AB01,,,
text39,incident,text39_incident,1,Abusive mentally,AB02,,,
text39,perpetrator,text39_perpetrator,1,"Confident , arrogant ,","PE20, PE20",,,
text39,relationship,text39_relationship,1,One sided,RE02,,,
text39,victim,text39_victim,1,"Shy , people pleasing , timid","VI05, VI05, VI05",,,
text4,incident,text4_incident,1,Abuse,AB05,,,
text4,perpetrator,text4_perpetrator,1,Egoistic Self confidence,"PE05, PE20",,,
text4,relationship,text4_relationship,1,Selfish,RE01,,,
text4,victim,text4_victim,1,Alone,VI02,,,
text4,victim,text4_victim,2,Naive,VI09,,,
text40,incident,text40_incident,1,"Oh that could be anything this could go from just like emotional abuse , to smacking the person hitting the person , breaking their things , passive aggressive behavior , all the way up to murder .","AB02, AB01, AB01, AB02, AB02, AB10",,,
text40,perpetrator,text40_perpetrator,1,"This is somebody who is just either overtly patriarchal like you know him coming , you know that he â€™s someone who totally believes that men have power over women or at least should have",GE01,,,
text40,perpetrator,text40_perpetrator,2,and maybe he jokes about not caring but deeply he does care .,,,,
text40,perpetrator,text40_perpetrator,3,Or he â€™s one of those guys who â€™s like a white knight which is likes to talk the talk that he â€™s a feminist,GE01,,,
text40,perpetrator,text40_perpetrator,4,but really he â€™s not .,,,,
text40,relationship,text40_relationship,1,They â€™re probably married they might live together but they â€™re probably married .,"RE04, RE09",,,
text40,relationship,text40_relationship,2,Because â€¦ He would go for that being patriarchal .,GE01,,,
text40,victim,text40_victim,1,So here â€™s the thing I think this victim could be anybody .,,,,
text40,victim,text40_victim,2,I think she could be a great personality a middle personality a really difficult personality to live with .,,,,
text40,victim,text40_victim,3,I really do nâ€™t think it matters .,,,,
