doc_id,prompt,text_id,sentence_id,sentence,coding_id,notes,e/c,relabeling
text152,incident,text152_incident,1,Physical Treating badly by cheating on victim with another person,"AB01, PE17",,,
text152,perpetrator,text152_perpetrator,1,Egotistical Controlling,"PE05, CB01",,,
text152,relationship,text152_relationship,1,Manipulative Unbalanced,"MA01, RE02",,,
text152,victim,text152_victim,1,Weak Unable to stick up for themselves,"VI01, VI13",,,
text153,incident,text153_incident,1,"alcohol related jealous behind closed doors not always very bad , sometimes micro aggression regular or occurring over a long period of time caused by trigger events / conditions","CI01, CB02, MA06, AB12, AB02, FR01",,,
text153,perpetrator,text153_perpetrator,1,aggressive violent coercive unreasonable warped or perverted,"PE03, PE07, MA02, PE09",,,
text153,perpetrator,text153_perpetrator,2,Maybe stressed in their own life ?,PE12,,,
text153,perpetrator,text153_perpetrator,3,The violence is a response / outlet,PE02,,,
text153,relationship,text153_relationship,1,Unbalanced in favour of the perpetrator possibly long term poor,"RE02, RE04, CI02",,,
text153,victim,text153_victim,1,weak undeserving stoic blameless long suffering,"VI01, VI24, RE04",,,
text154,incident,text154_incident,1,Always happen out of a clear blue sky .,AB05,,,
text154,incident,text154_incident,2,Often involve sexual deviance .,AB03,,,
text154,perpetrator,text154_perpetrator,1,"Very much a macho man , probably ex - services .",GE08,,,
text154,perpetrator,text154_perpetrator,2,Gets off on bullying the victim .,PE01,,,
text154,perpetrator,text154_perpetrator,3,I Wants to be in control .,CB01,,,
text154,relationship,text154_relationship,1,Unhealthy .,RE01,,,
text154,relationship,text154_relationship,2,Unsafe .,RE01,,,
text154,relationship,text154_relationship,4,Irreparable .,RE01,,,
text154,victim,text154_victim,1,It took him a while to admit to being gay .,GE07.2,,,
text154,victim,text154_victim,3,He has a taste for being dominated .,AB12,,,
text154,victim,text154_victim,5,He 's younger than the perpetrator by more than 10 years .,VI14,,,
text155,incident,text155_incident,1,Fighting Assault,"AB05, AB01",,,
text155,perpetrator,text155_perpetrator,1,Guilty,,,,
text155,perpetrator,text155_perpetrator,2,A bad person Violent,"PE01, PE07",,,
text155,relationship,text155_relationship,1,Hatred Anger towards each other,"RE01, RE01",,,
text155,victim,text155_victim,1,Hurt or abused Did no wrong doing Feel sorry for,AB05,,,
text156,incident,text156_incident,1,Conflict or frustration dealt with by physical attack .,AB01,,,
text156,incident,text156_incident,2,Denigrating the other in public or family or boss / employer or teacher / student relationships .,AB02,,,
text156,incident,text156_incident,3,Using power over other by ability to control finances or prevent promotion or inclusion,"CB06, CB01",,,
text156,perpetrator,text156_perpetrator,1,"Entitled and narcissistic Lacks emotional control and low threshold for frustration Likes to dominate situations and may enjoy the fear of the other Social , cultural , religious or previous family experience may have trained the perpetrator to respond to difficulties with violence .","PE05, PE02, PE02, PE04, PE07, GE01",,,
text156,perpetrator,text156_perpetrator,2,May be dependent on the other in some ways which increases frustration and tendency to violence,"DE01, PE02",,,
text156,relationship,text156_relationship,1,"Partners in a formal relationship e.g. marriage , civil partnership , or simply a ' romantic ' relationship or a within nuclear family relationship e.g. brother violent towards brother or father violent towards son or vice versa .","RE04, RE10",,,
text156,relationship,text156_relationship,2,Could also be within a friendship or fan type group or work colleagues or teacher / student .,RE08,,,
text156,victim,text156_victim,1,Embarrassed by situation and therefore paralysed by it .,"VI04, VI13",,,
text156,victim,text156_victim,3,Emotionally dependent or dependent on the other for money or accommodation,DE03,,,
text156,victim,text156_victim,4,Previous experience of violence within family or society so has been trained to accept it .,VI11,,,
text156,victim,text156_victim,5,Cultural or religious or societal beliefs that make this person feel they must be responsible for the violence .,BL05,,,
text156,victim,text156_victim,6,Has been trained to placate others so can not switch to assertion,VI05,,,
text157,incident,text157_incident,1,"throwing things , hitting , punching , abuse","AB05, AB01, AB01, AB05",,,
text157,perpetrator,text157_perpetrator,1,"aggressive , violent , traumatised","PE03, PE07, PE09",,,
text157,relationship,text157_relationship,1,controlling and coersive,"CB01, MA01",,,
text157,victim,text157_victim,1,"scared , quiet , isolated , vulnerable , traumatised","VI13, VI08, VI02, VI01, VI10",,,
text158,incident,text158_incident,1,Slap Punch Hitdegrade,"AB01, AB01, AB01, AB02",,,
text158,perpetrator,text158_perpetrator,1,Nasty Abusive violent selfish uncaring,"PE01, AB05, PE07, PE05, PE01",,,
text158,relationship,text158_relationship,1,One sided Unhappy Unstable Fear,"RE02, RE01, RE01, RE01",,,
text158,victim,text158_victim,1,Scared Submissive,"VI13, VI05",,,
text158,victim,text158_victim,2,Upset Unhappy,"VI18, VI10",,,
text159,incident,text159_incident,1,Intimidation Threats,"AB02, AB02",,,
text159,incident,text159_incident,2,Punching,AB01,,,
text159,incident,text159_incident,3,Forced sexual acts,AB03,,,
text159,perpetrator,text159_perpetrator,1,Controlling behavior jealousy Possessiveness low self esteem,"CB01, CB02, CB02, PE06",,,
text159,relationship,text159_relationship,1,Isolation Fear manipulation,"CI03, RE01, MA01",,,
text159,victim,text159_victim,1,Assumptions that the victim is weak,VI01,,,
text159,victim,text159_victim,2,Submissive unable to defend himself,"VI05, VI13",,,
text16,incident,text16_incident,1,Control over most every day things disguised as helping,"CB01, MA01",,,
text16,perpetrator,text16_perpetrator,1,Makes it look more like an argument than two males haveing domestic abuse,MA06,,,
text16,relationship,text16_relationship,1,Unequal,RE02,,,
text16,victim,text16_victim,1,Do nâ€™t always think males are the victim stereotype,GE06,,,
text160,incident,text160_incident,1,destruction of furniture assault,"AB05, AB01",,,
text160,perpetrator,text160_perpetrator,1,feelings of justified aggression remorseful loss of self control,"BL06, PE23, PE02",,,
text160,relationship,text160_relationship,1,strained complicated,"RE01, RE01",,,
text160,victim,text160_victim,1,Fear of defending themselves anxiety,"VI13, VI13",,,
text161,incident,text161_incident,1,punching/ physical assault,AB01,,,
text161,perpetrator,text161_perpetrator,1,average build a bit rough/ uneducated not as well kept,"CI02, PE14",,,
text161,relationship,text161_relationship,1,friends,RE08,,,
text161,victim,text161_victim,1,average guy seemingly happy mostly,VI09,,,
text162,incident,text162_incident,1,Physical violence .,AB01,,,
text162,incident,text162_incident,3,Threatening behaviour .,AB02,,,
text162,incident,text162_incident,5,Psychological bullying and manipulation .,"AB02, MA01",,,
text162,perpetrator,text162_perpetrator,1,Manipulative .,MA02,,,
text162,perpetrator,text162_perpetrator,3,Controlling .,CB01,,,
text162,perpetrator,text162_perpetrator,5,"Aggressive , or demonstrates threats of aggression both physical and with the intention of insighting fear .","PE03, AB01, AB02",,,
text162,relationship,text162_relationship,1,Abuse .,AB05,,,
text162,relationship,text162_relationship,3,Abusive in nature .,AB05,,,
text162,relationship,text162_relationship,4,"Violence , whether that be mental or physical .","AB02, AB01",,,
text162,victim,text162_victim,1,Introverted .,VI08,,,
text162,victim,text162_victim,3,Reluctant to tell anyone about the fact that such violence is going on .,MA06,,,
text163,incident,text163_incident,1,"punching , manipulation , constraints","AB01, MA01, AB04",,,
text163,perpetrator,text163_perpetrator,1,"alpha , tough , demanding , abusive","GE08, PE16, PE05, AB05",,,
text163,relationship,text163_relationship,1,highly physically and mentally abusive,"AB01, AB02",,,
text163,victim,text163_victim,1,"submissive , unconfident","VI05, VI03",,,
text164,incident,text164_incident,1,awful dreadful fearful anxious,AB05,"Hard to define, thus abuse not specified. ",,
text164,perpetrator,text164_perpetrator,1,mean bully controller imtimidater,"PE01, PE01, CB01, AB02",,,
text164,relationship,text164_relationship,1,not good poor chaos dread,RE01,,,
text164,victim,text164_victim,1,scared lonely fear frightful worried embarrassed scared,"VI13, VI02, VI13, VI13, VI13, VI04, VI13",,,
text17,incident,text17_incident,1,Manipulation,MA01,,,
text17,perpetrator,text17_perpetrator,1,Man,PE15,,,
text17,relationship,text17_relationship,1,Father,RE10,,,
text17,victim,text17_victim,1,Boy,VI14,,,
text18,incident,text18_incident,1,Physical violence,AB01,,,
text18,perpetrator,text18_perpetrator,1,Manipulative,MA02,,,
text18,relationship,text18_relationship,1,Friends,RE08,,,
text18,victim,text18_victim,1,Scared,VI13,,,
text19,incident,text19_incident,1,"The older male assaults the younger male , both are drunk , most likely done as a show of dominance","PE15, AB01, CI01, PE04",,,
text19,perpetrator,text19_perpetrator,1,Man in his 30 's,PE15,,,
text19,relationship,text19_relationship,1,Mutual friends,RE08,,,
text19,victim,text19_victim,1,Man in his 20 's,VI14,,,
text2,incident,text2_incident,1,Rape Punch,,Exclusion. Has cellmates as relationship for every scenario. Does not make sense in fm/mf. Unsure what is meant. ,e,
text2,incident,text2_incident,2,Kick,,,e,
text2,perpetrator,text2_perpetrator,1,Gangster Bully,,,e,
text2,perpetrator,text2_perpetrator,2,Strong Intimidating,,,e,
text2,relationship,text2_relationship,1,Cell mate,,,e,
text2,victim,text2_victim,1,Weak Defenceless Peadophile Rapist,,,e,
text20,incident,text20_incident,1,Hitting and throwing,"AB01, AB05",,,
text20,perpetrator,text20_perpetrator,1,"Controlling , alter ego",CB01,,,
text20,relationship,text20_relationship,1,Toxic,RE01,,,
text20,victim,text20_victim,1,Scared and weak,"VI13, VI01",,,
text21,incident,text21_incident,1,Very physical Overpowering,"AB01, AB01",,,
text21,perpetrator,text21_perpetrator,1,Angry Loud Large Aggressive,"PE02, PE08, PE11, PE03",,,
text21,relationship,text21_relationship,1,Volatile,RE01,,,
text21,relationship,text21_relationship,2,Unstable,RE01,,,
text21,victim,text21_victim,1,Ashamed Frightened Treading on eggshells,"VI04, VI13, VI13",,,
text21,victim,text21_victim,2,Emasculated,GE05,,,
text22,incident,text22_incident,1,Physical abuse mainly .,AB01,,,
text22,perpetrator,text22_perpetrator,1,Aggressive .,PE03,,,
text22,perpetrator,text22_perpetrator,3,Big male ego .,GE08,,,
text22,relationship,text22_relationship,1,Physically abusive .,AB01,,,
text22,relationship,text22_relationship,2,Unhappy .,RE01,,,
text22,victim,text22_victim,1,Timid and quiet person .,"VI05, VI08",,,
text22,victim,text22_victim,3,Introvert .,VI08,,,
text23,incident,text23_incident,1,Punching Kicking,"AB01, AB01",,,
text23,incident,text23_incident,2,Rape,AB03,,,
text23,perpetrator,text23_perpetrator,1,Aggressive Dominant Alpha male,"PE03, PE04, GE08",,,
text23,relationship,text23_relationship,1,One sided Volatile,"RE02, RE01",,,
text23,victim,text23_victim,1,Weak Small Unassuming,"VI01, VI15",,,
text24,incident,text24_incident,1,Mental abuse - instances of gas lighting or putting the victim down Physical abuse like violence withholding personal items from victim screaming and shouting sexual related violence against the victims will .,"AB02, MA01, AB01, AB05, AB02, AB03",,,
text24,perpetrator,text24_perpetrator,1,Confident jealous other any other relationship that the victim might have controlling arrogant persuasive gaslighter,"PE20, CB02, CB01, PE20, MA02, MA02",,,
text24,relationship,text24_relationship,1,partners or married,RE04,,,
text24,victim,text24_victim,1,nervous disposition tense and anxious constantly worried and stressed does n't trust others,"VI13, VI13, VI13, VI13",,,
text25,incident,text25_incident,1,"Hitting , pushing , breaking things , sexual abuse","AB01, AB01, AB05, AB03",,,
text25,perpetrator,text25_perpetrator,1,Strong,PE11,,,
text25,perpetrator,text25_perpetrator,2,Controlling,CB01,,,
text25,relationship,text25_relationship,1,Less equal,RE02,,,
text25,victim,text25_victim,1,Less than a man,GE05,,,
text25,victim,text25_victim,2,Weak,VI01,,,
text26,incident,text26_incident,1,Hitting Punching,"AB01, AB01",,,
text26,incident,text26_incident,2,Bruising Emotional and psychological abuse,"AB06, AB02, AB02",,,
text26,perpetrator,text26_perpetrator,1,Violent Angry,"PE07, PE02",,,
text26,perpetrator,text26_perpetrator,2,Controlling,CB01,,,
text26,perpetrator,text26_perpetrator,3,Insecure,PE06,,,
text26,perpetrator,text26_perpetrator,4,Threatening,PE03,,,
text26,relationship,text26_relationship,1,Volatile,RE01,,,
text26,relationship,text26_relationship,2,Co erosive control Manipulative,"CB01, MA01",,,
text26,victim,text26_victim,1,Easy going,VI09,,,
text26,victim,text26_victim,2,Weak in mind and body Insecure Scared,"VI01, VI15, VI03, VI13",,,
text27,incident,text27_incident,1,Hitting Fighting,"AB01, AB01",,,
text27,perpetrator,text27_perpetrator,1,Manipulative Aggressive,"MA02, PE03",,,
text27,perpetrator,text27_perpetrator,2,Controlling Evil,"CB01, PE01",,,
text27,relationship,text27_relationship,1,Dysfunctional Secretive,"RE01, MA06",,,
text27,victim,text27_victim,1,Scared,VI13,,,
text27,victim,text27_victim,2,Weak,VI01,,,
text27,victim,text27_victim,3,Ashamed,VI04,,,
text28,incident,text28_incident,1,Physical abuse Sexual abuse Sexual coercion,"AB01, AB03, AB03",,,
text28,perpetrator,text28_perpetrator,1,Physically larger,PE11,,,
text28,perpetrator,text28_perpetrator,2,Stronger More aggressive,"PE11, PE03",,,
text28,relationship,text28_relationship,1,Unhealthy Fear from victim partner New relationship,"RE01, VI13, RE06",,,
text28,victim,text28_victim,1,Physically smaller Weaker,VI15,,,
text28,victim,text28_victim,2,More gentle,VI09,,,
text28,victim,text28_victim,3,The ' woman ' in the relationship,GE05,,,
text29,incident,text29_incident,1,Threatening Unnerving,AB02,,,
text29,incident,text29_incident,2,Fear - making,AB02,,,
text29,perpetrator,text29_perpetrator,1,Cruel Calculating Intolerant Physically strong,"PE01, PE01, PE01, PE11",,,
text29,perpetrator,text29_perpetrator,2,Insecure Difficult upbringing,"PE06, PE09",,,
text29,relationship,text29_relationship,1,Unequal Toxic Insecure Lack of trust Fear,"RE02, RE01, RE01, RE01",,,
text29,victim,text29_victim,1,Weak Needy Anxious,"VI01, VI01, VI13",,,
text29,victim,text29_victim,2,Gentle Not able to stand up for themselves,"VI09, VI05",,,
text3,incident,text3_incident,1,Secluded Secret,MA06,,,
text3,perpetrator,text3_perpetrator,1,Bigger Angry looking,"PE11, PE11",,,
text3,relationship,text3_relationship,1,A dynamic where the perpetrator has more control .,CB01,,,
text3,relationship,text3_relationship,2,"E.g. teacher and student , boss and employee",RE08,,,
text3,victim,text3_victim,1,Younger male More feminine,"VI14, GE05",,,
text30,incident,text30_incident,1,Punching,AB01,,,
text30,perpetrator,text30_perpetrator,1,Strong Big Aggressive,"PE11, PE11, PE03",,,
text30,relationship,text30_relationship,1,Violent,AB01,,,
text30,victim,text30_victim,1,Wimpy Normal,VI18,,,
text31,incident,text31_incident,1,Unacceptable,,,,
text31,perpetrator,text31_perpetrator,1,Guilty of unacceptable behaviour but may be common,,,,
text31,relationship,text31_relationship,1,Unusual,GE06,,,
text31,victim,text31_victim,1,Hurt not guilty,"VI10, VI24",,,
text32,perpetrator,text32_perpetrator,1,Dominant,PE04,,,
text32,relationship,text32_relationship,1,Passive,RE01,,,
text32,victim,text32_victim,1,Submissive,VI05,,,
text33,incident,text33_incident,1,"Hitting , rape .","AB01, AB03",,,
text33,perpetrator,text33_perpetrator,1,"Self - assured , confident , obsessed about looks , arrogant , likes to be the high earner in a relationship , controlling .","PE20, PE20, PE20, PE20, PE10, CB01",,,
text33,relationship,text33_relationship,1,Long term partners or married .,RE04,,,
text33,victim,text33_victim,1,"Has no self confidence , passive , does not want to main provider , seeking praise , domesticated .","VI03, VI05, GE05, VI03, VI05",,,
text34,incident,text34_incident,1,when trying to control or dominate,CB01,,,
text34,perpetrator,text34_perpetrator,1,bully controlling,"PE01, CB01",,,
text34,relationship,text34_relationship,1,unsettled,RE06,,,
text34,victim,text34_victim,1,submissive quiet,"VI05, VI08",,,
text35,incident,text35_incident,1,Psychological,AB02,,,
text35,perpetrator,text35_perpetrator,1,Dominating,PE04,,,
text35,perpetrator,text35_perpetrator,2,Controlling,CB01,,,
text35,relationship,text35_relationship,1,Short term Not married Living together,"RE06, RE09",,,
text35,victim,text35_victim,1,Quiet,VI08,,,
text35,victim,text35_victim,2,Shy Selfless Camp,"VI05, VI09, GE05",,,
text36,incident,text36_incident,1,"Punching , kicking , humiliation","AB01, AB01, AB02",,,
text36,perpetrator,text36_perpetrator,1,Dominant Srtronger Possible issues with jealousy Insecure,"PE04, PE11, CB02, PE06",,,
text36,relationship,text36_relationship,1,Submissive / dominant Significant power imbalance,"RE02, RE02",,,
text36,victim,text36_victim,1,Submissive Weaker of the two,"VI05, VI15",,,
text37,incident,text37_incident,1,Aggressive and controlling,"AB05, CB01",,,
text37,perpetrator,text37_perpetrator,1,Like a control freak,CB01,,,
text37,relationship,text37_relationship,1,Very tense,RE01,,,
text37,victim,text37_victim,1,The can feel shame not being able to stand up for themselves,"VI04, VI13",,,
text38,incident,text38_incident,1,full on fight,AB01,,,
text38,perpetrator,text38_perpetrator,1,"punching , kicking","AB01, AB01",,,
text38,relationship,text38_relationship,1,not good,RE01,,,
text38,victim,text38_victim,1,broken bones,AB06,,,
text39,incident,text39_incident,1,Drunken arguments,CI01,Confused. Combine with mf.,c,mf_combine
text39,perpetrator,text39_perpetrator,1,Male,GE08,Confused. Combine with mf.,c,mf_combine
text39,relationship,text39_relationship,1,Rocky,RE01,Confused. Combine with mf.,c,mf_combine
text39,victim,text39_victim,1,Female,GE05,Confused. Combine with mf.,c,mf_combine
text4,incident,text4_incident,1,Lack of trust,RE01,,,
text4,perpetrator,text4_perpetrator,1,Brave Self confidence Egoistic,"PE16, PE20, PE05",,,
text4,perpetrator,text4_perpetrator,2,Open,PE08,,,
text4,relationship,text4_relationship,1,Difficult,RE01,,,
text4,victim,text4_victim,1,Shy Uncomfortable Scared Emotional,"VI05, VI13, VI18",,,
text40,incident,text40_incident,1,I feel like some of the violence would not be directly to the person but like to their possessions .,AB05,,,
text40,incident,text40_incident,2,The violent person here is the kind of person who puts their fist through a wall .,PE02,,,
text40,incident,text40_incident,3,Maybe break some of the other persons things .,AB02,,,
text40,perpetrator,text40_perpetrator,1,I think the perpetrator would be the dominant person in the relationship may be more physical like as in I do nâ€™t know maybe they used to be an athlete or something so physically strong maybe not as intelligent as the other partner and they know it,"PE04, PE11, PE06",,,
text40,relationship,text40_relationship,1,Again I do nâ€™t think they would be married I think they were just live together .,RE09,,,
text40,relationship,text40_relationship,2,They started as roommates like friends and then it went to something more .,RE06,,,
text40,victim,text40_victim,1,"So the victim would I feel like be the more submissive person in the relationship between the two , maybe a little bit sarcastic low - key , snarky .","VI05, VI19, VI20",,,
text41,incident,text41_incident,1,"Aggression against female , controlling behavior","AB05, CB01",Confused. Combine with mf.,c,mf_combine
text41,perpetrator,text41_perpetrator,1,"Controlling , aggressive","CB01, PE03",Confused. Combine with mf.,c,mf_combine
text41,relationship,text41_relationship,1,"Controlling , unhealthy","CB01, RE01",Confused. Combine with mf.,c,mf_combine
text41,victim,text41_victim,1,"Shy , unsure , isolated","VI05, VI05, VI02",Confused. Combine with mf.,c,mf_combine
text42,incident,text42_incident,1,Slapping Catty Bitchy,"AB01, AB02, AB12",,,
text42,perpetrator,text42_perpetrator,1,Bear Camp,"PE11, GE09",,,
text42,perpetrator,text42_perpetrator,2,Ineffective,,Unsure…,,
text42,relationship,text42_relationship,1,Casual sexual contact Non monogamous,"RE05, RE07",,,
text42,victim,text42_victim,1,Camp,GE05,,,
text42,victim,text42_victim,2,Weak Irritating,"VI01, VI18",,,
text43,incident,text43_incident,1,Rape,AB03,,,
text43,perpetrator,text43_perpetrator,1,Sick Mental,PE09,,,
text43,relationship,text43_relationship,1,Strangers,RE08,,,
text43,victim,text43_victim,1,Small Young,"VI15, VI14",,,
text44,incident,text44_incident,1,Blood Verbal,"AB06, AB02",,,
text44,perpetrator,text44_perpetrator,1,Angry Violent,"PE02, PE07",,,
text44,relationship,text44_relationship,1,Bad,RE01,,,
text44,victim,text44_victim,1,Weak Scared,"VI01, VI13",,,
text45,incident,text45_incident,1,verbal physical,"AB02, AB01",,,
text45,perpetrator,text45_perpetrator,1,evil strong mean,"PE01, PE11, PE01",,,
text45,relationship,text45_relationship,1,boyfriend boss collegue,"RE04, RE08",,,
text45,victim,text45_victim,1,weak shy quiet solitary,"VI01, VI05, VI08, VI02",,,
text46,incident,text46_incident,1,When angry or upset,PE02,,,
text46,perpetrator,text46_perpetrator,1,Normal,,,e,
text46,relationship,text46_relationship,1,Standard,,,e,
text46,victim,text46_victim,1,Normal,,,e,
text47,incident,text47_incident,1,Physical,AB01,,,
text47,perpetrator,text47_perpetrator,1,Controlling,CB01,,,
text47,perpetrator,text47_perpetrator,2,Strong Unwillingness to listen,"PE11, PE05",,,
text47,perpetrator,text47_perpetrator,3,Power,PE16,,,
text47,relationship,text47_relationship,1,Challenging,RE01,,,
text47,victim,text47_victim,1,Isolated Vulnerability,"VI02, VI01",,,
text47,victim,text47_victim,2,Weak,VI01,,,
text48,incident,text48_incident,1,Physical Emotional,"AB01, AB02",,,
text48,perpetrator,text48_perpetrator,1,Strong Dominant Powerful,"PE11, PE04, PE16",,,
text48,relationship,text48_relationship,1,Abusive Emotional,"AB05, RE01",,,
text48,victim,text48_victim,1,Weak Small Emotional Submissive,"VI01, VI15, VI18, VI05",,,
text49,incident,text49_incident,1,physical threats psychological threatening to expose secrets,"AB02, AB02",,,
text49,perpetrator,text49_perpetrator,1,older wants to keep sexual identity a secret manipulative bigger build and threatening,"PE15, GE07.1, MA02, PE11, PE03",,,
text49,relationship,text49_relationship,1,unbalanced secret,"RE02, MA06",,,
text49,victim,text49_victim,1,young vulnerable scared embarrassed,"VI14, VI01, VI13, VI04",,,
text5,incident,text5_incident,1,Happen often,FR01,,,
text5,perpetrator,text5_perpetrator,1,Lots of nasty comments to the partner followed by bullying and violence,"AB02, AB01",,,
text5,relationship,text5_relationship,1,Outwardly positive relationship but very different one behind closed doors,MA06,,,
text5,victim,text5_victim,1,Very quiet and perhaps socially awkward male,"VI08, VI08",,,
text50,incident,text50_incident,1,Could be any,,,e,
text50,perpetrator,text50_perpetrator,1,I do nâ€™t believe there are stereotypes,,,e,
text50,relationship,text50_relationship,1,I would nâ€™t want to speculate,,,e,
text50,victim,text50_victim,1,I do nâ€™t believe there are stereotypes,,,e,
text51,incident,text51_incident,1,"hitting , putting them down , pushing around , controlling their whereabouts","AB01, AB02, AB01, CB03",,,
text51,perpetrator,text51_perpetrator,1,"larger , thicker set , more masculine , less secure with sexuality","PE11, GE08, GE07.1",,,
text51,relationship,text51_relationship,1,"considered a vibe mismatch by friends , been together a long time , perpetrator keeps victim from going out","RE01, RE04, CB03",,,
text51,victim,text51_victim,1,"timid , slight in frame , feminine , high voice","VI05, VI15, GE05, GE05",,,
text52,incident,text52_incident,1,physical hurt scary quick to come about hurtful bruises,"AB06, AB02, AB06",,,
text52,perpetrator,text52_perpetrator,1,strong scary frightening horrible,"PE11, PE01, PE01, PE01",,,
text52,relationship,text52_relationship,1,controlling sad tears out of balance mismatch,"CB01, RE01, RE02, RE02",,,
text52,victim,text52_victim,1,scared weak guilty unsure hurt abused,"VI13, VI01, BL01, VI05, VI10",,,
text53,incident,text53_incident,1,Physcal violence Emotianal violence,"AB01, AB02",,,
text53,perpetrator,text53_perpetrator,1,Angry Bullying Physical domination,"PE02, PE01, PE11",,,
text53,relationship,text53_relationship,1,Volatile,RE01,,,
text53,victim,text53_victim,1,Timid Weak Submissive,"VI05, VI01, VI05",,,
text54,incident,text54_incident,1,"Sexual violence , older man using his victim for sexual gratification",AB03,,,
text54,perpetrator,text54_perpetrator,1,"Old man , alpha male","PE15, GE08",,,
text54,relationship,text54_relationship,1,"One sided , victim in the relationship to affirm his sexuality","RE02, GE07",,,
text54,victim,text54_victim,1,"Younger man , maybe in his first relationship","VI14, VI06",,,
text55,incident,text55_incident,1,power abuse,AB05,,,
text55,perpetrator,text55_perpetrator,1,"controlling , obsessive , demanding","CB01, CB06, PE05",,,
text55,relationship,text55_relationship,1,harmonious at first,MA03,,,
text55,victim,text55_victim,1,"passive , too afraid to speak to someone else about the problem , worried","VI05, VI13, VI13",,,
text56,incident,text56_incident,1,The perception is that the men are violent towards their partners,GE01,,,
text56,perpetrator,text56_perpetrator,1,That they are always the perpetrator and always fully to blame,,,,
text56,relationship,text56_relationship,1,The male is seen as dominant and controlling,RE02,,,
text56,victim,text56_victim,1,The common perception is that either it does n't happen or when it does it is the male partners fault for being soft,"GE06, BL01",,,
text57,incident,text57_incident,1,"The perpetrator is strongly attached to the victim , but tries to control him and hides his dependance , while the victim accepts","DE01, CB01",,,
text57,perpetrator,text57_perpetrator,1,Submissive and quiet,"VI05, VI08",Confused? Coded as victim.,c,v_recode
text57,relationship,text57_relationship,1,"The perpetrator is stronger and more emotional , while the submissive is quiet and dependent","PE11, PE02, VI08, DE03",,,
text57,victim,text57_victim,1,Control obsessed and egoistic man,"PE04, PE05",Confused? Coded as perpetrator. ,c,p_recode
text58,incident,text58_incident,1,"Punch , kick , mental","AB01, AB01, AB02",,,
text58,perpetrator,text58_perpetrator,1,"Power hungry , crazy , insecurity","PE04, PE02, PE06",,,
text58,relationship,text58_relationship,1,"Strained , power , awkward","RE01, RE02, RE01",,,
text58,victim,text58_victim,1,"Scared , afraid , shocked .","VI13, VI13, VI13",,,
text59,incident,text59_incident,1,Punched Threatened Choked,"AB01, AB02, AB10",,,
text59,perpetrator,text59_perpetrator,1,Power Exciting,PE04,,,
text59,perpetrator,text59_perpetrator,2,Keep up appearances,MA06,,,
text59,relationship,text59_relationship,1,Up and down,RE01,,,
text59,relationship,text59_relationship,2,Good Bad,RE01,,,
text59,victim,text59_victim,1,Forced Anxious Hopeful it will change,"VI13, VI25",,,
text6,incident,text6_incident,1,Sexual assault Punching Manipulation,"AB03, AB01, MA01",,,
text6,perpetrator,text6_perpetrator,1,Controlling,CB01,,,
text6,perpetrator,text6_perpetrator,2,Threatening Will use force,"PE03, AB01",,,
text6,relationship,text6_relationship,1,Seems fine on the outside,MA06,,,
text6,relationship,text6_relationship,2,Isolated Controlled,"CI03, CB01",,,
text6,victim,text6_victim,1,Quiet Easily led Been broken down,"VI08, MA03, VI10",,,
text60,incident,text60_incident,1,rape assault,"AB03, AB01",,,
text60,perpetrator,text60_perpetrator,1,straight in the closet,GE07.1,,,
text60,relationship,text60_relationship,1,stranger,RE08,,,
text60,victim,text60_victim,1,victim gay homosexual,,Exclusion.,e,
text61,incident,text61_incident,1,"Aggressive , abusive","AB02, AB05",,,
text61,perpetrator,text61_perpetrator,1,"Aggressive , violent","PE03, PE07",,,
text61,relationship,text61_relationship,1,Jealous,CB02,,,
text61,victim,text61_victim,1,"Weak , submissive ,","VI01, VI05",,,
text62,incident,text62_incident,1,abuse of power,AB05,,,
text62,perpetrator,text62_perpetrator,1,abused their power older,"AB05, PE15",,,
text62,relationship,text62_relationship,1,Older relative male teacher,"RE10, RE08",,,
text62,victim,text62_victim,1,child weak,"VI14, VI01",,,
text63,incident,text63_incident,1,He gets aggressive when she goes out with friends,CB04,Confused. Combine with mf.,c,mf_combine
text63,perpetrator,text63_perpetrator,1,"Make , aggressive , controlling","PE03, CB01",Confused. Combine with mf.,c,mf_combine
text63,relationship,text63_relationship,1,He calls the shots,RE02,Confused. Combine with mf.,c,mf_combine
text63,victim,text63_victim,1,"Female , timid , shy , unsure","GE05, VI05, VI05, VI05",Confused. Combine with mf.,c,mf_combine
text64,incident,text64_incident,1,sexual abuse without consent,AB03,,,
text64,perpetrator,text64_perpetrator,1,dominating selfish,"PE04, PE05",,,
text64,relationship,text64_relationship,1,based on fear,RE01,,,
text64,victim,text64_victim,1,subservient weak accepting,"VI05, VI01, VI05",,,
text65,incident,text65_incident,1,Physical and verbal,"AB01, AB02",Exclusion. Already answered mf/fm. Unclear which of the two is meant here.  ,e,
text65,perpetrator,text65_perpetrator,1,"Bully , insecure","PE01, PE06",Exclusion. Already answered mf/fm. Unclear which of the two is meant here.  ,e,
text65,relationship,text65_relationship,1,"Husband / wife , Cohabiting","RE04, RE09",Exclusion. Already answered mf/fm. Unclear which of the two is meant here.  ,e,
text65,victim,text65_victim,1,"Vulnerable , dependent","VI01, DE03",Exclusion. Already answered mf/fm. Unclear which of the two is meant here.  ,e,
text66,incident,text66_incident,1,Hitting and pushing .,"AB01, AB01",,,
