doc_id,prompt,text_id,sentence_id,sentence,coding_id,notes,e/c,relabeling
text148,victim,text148_victim,1,"Weak , feminine , helpless","VI01, GE05, VI13",,,
text149,incident,text149_incident,1,Screaming .,AB02,,,
text149,incident,text149_incident,2,Throwing of items .,AB05,,,
text149,incident,text149_incident,3,Threats of violence .,AB02,,,
text149,incident,text149_incident,4,Slapping .,AB01,,,
text149,perpetrator,text149_perpetrator,1,Butch .,GE08,,,
text149,perpetrator,text149_perpetrator,2,Domineering .,PE04,,,
text149,perpetrator,text149_perpetrator,3,Presents with more traditionally male characteristics .,GE08,,,
text149,relationship,text149_relationship,1,Intense but volatile .,RE01,,,
text149,relationship,text149_relationship,2,One - sided .,RE02,,,
text149,relationship,text149_relationship,3,Kept private .,MA06,,,
text149,victim,text149_victim,1,"Quiet and unassuming , Weak .","VI08, VI01",,,
text149,victim,text149_victim,2,Passive .,VI05,,,
text15,incident,text15_incident,1,"slapping , punching , tearing up clothes","AB01, AB01, AB05",,,
text15,perpetrator,text15_perpetrator,1,"bullying , aggressive , jealous","PE01, PE03, CB02",,,
text15,relationship,text15_relationship,1,gay,,,,
text15,victim,text15_victim,1,"timid , friendly","VI05, VI09",,,
text150,incident,text150_incident,1,Emotional intolerance Suspicious,"AB02, CB10",,,
text150,perpetrator,text150_perpetrator,1,Habitual Aggresive Insensitive,"PE02, PE03, PE01",,,
text150,relationship,text150_relationship,1,Superficial One sided,"RE07, RE02",,,
text150,victim,text150_victim,1,Wounded,VI10,,,
text150,victim,text150_victim,2,Vulnerable,VI01,,,
text151,incident,text151_incident,1,Instigated by one rather than both carrying blame Hair pulling,AB13,,,
text151,incident,text151_incident,2,Slaps not punches,AB13,"Slaps normally coded as AB01, but in this context it seems to refer to lesser violence. ",,
text151,perpetrator,text151_perpetrator,1,Insecure Suspicious Jealous Paranoid,"PE06, CB10, CB02, CB10",,,
text151,relationship,text151_relationship,1,Intense Strong bond,"RE01, RE01",,,
text151,victim,text151_victim,1,Weak minded Prone to abuse,"VI01, VI11",,,
text152,incident,text152_incident,1,Mental manipulation Controlling behaviour,"MA01, CB01",,,
text152,perpetrator,text152_perpetrator,1,Manipulative Loud & brash Controlling & jealous,"MA02, PE08, PE01, CB01, CB02",,,
text152,relationship,text152_relationship,1,"Toxic Unhealthy , with one partner more dominant","RE01, RE01, RE02",,,
text152,victim,text152_victim,1,Submissive Quiet Timid,"VI05, VI08, VI05",,,
text153,incident,text153_incident,1,"Simple punches / slaps / kicks Triggered by events associated with activities like parties , sex , crime",AB01 ,,,
text153,perpetrator,text153_perpetrator,1,"big , fat , aggressive controlling alpha type","PE11, PE11, PE03, CB01, PE04",,,
text153,relationship,text153_relationship,1,non residential friends / lovers rather than cohabitating both part of a larger group drug and alcohol a significant part .,"RE08, RE06, CI01",,,
text153,relationship,text153_relationship,2,Must also be something else like music ?,,,,
text153,relationship,text153_relationship,4,Master / servant,RE02,,,
text153,victim,text153_victim,1,"rare small stupid , uneducated needy","AB12, VI15, CI02, VI01",,,
text154,incident,text154_incident,1,Smashing of treasured possessions .,AB02,,,
text154,incident,text154_incident,2,Scratching and biting .,"AB13, AB01",,,
text154,perpetrator,text154_perpetrator,1,Wants to control the victim .,CB01,,,
text154,perpetrator,text154_perpetrator,2,Is jealous of the victim 's successes .,CB02,,,
text154,relationship,text154_relationship,1,Volatile .,RE01,,,
text154,victim,text154_victim,1,She tries to avoid confrontation .,VI05,,,
text154,victim,text154_victim,3,She used to find the perpetrator 's rages excjting but now they scare her .,VI13,,,
text155,incident,text155_incident,1,Hair pulling Shouting,"AB13, AB02",,,
text155,perpetrator,text155_perpetrator,1,Loud Violent,"PE08, PE07",,,
text155,relationship,text155_relationship,1,Anger,RE01,,,
text155,victim,text155_victim,1,Support Probably fight back,VI16,,,
text156,incident,text156_incident,1,Any form of frustration or problem dealt with by violence .,AB01,,,
text156,incident,text156_incident,2,"Denigrating the other person in public or before family , other employees or students .",AB02,,,
text156,incident,text156_incident,3,Controlling the other via withdrawal of financial support of likelihood or poor reference or threatening poor grades,"CB06, CB01, CB01",,,
text156,perpetrator,text156_perpetrator,1,Entitled .,PE05,,,
text156,perpetrator,text156_perpetrator,2,Narcissistic .,PE05,,,
text156,perpetrator,text156_perpetrator,3,Mood swings and poor emotional control .,PE02,,,
text156,perpetrator,text156_perpetrator,4,Behaviour affected by drink or drugs .,CI01,,,
text156,perpetrator,text156_perpetrator,5,Enjoy dominance and the fear of the victim .,"PE04, PE01",,,
text156,perpetrator,text156_perpetrator,6,Need to control at any cost .,CB01,,,
text156,perpetrator,text156_perpetrator,7,"May be influenced by family , societal , religious , cultural beliefs and experience .",GE01,,,
text156,relationship,text156_relationship,1,"Partners e.g. marriage , civil partnership , co - habiting or employee / boss , or student / teacher or gang leader or position of power sanctioned by employment e.g. police / public .","RE04, RE08, RE02",,,
text156,victim,text156_victim,1,Emotionally dependent .,DE03,,,
text156,victim,text156_victim,2,Embarassed by situation so tries to cover up .,VI04,,,
text156,victim,text156_victim,3,May be financially dependent or dependent for provision of housing or employment or promotion or inclusion in a group .,DE03,,,
text156,victim,text156_victim,4,May have cultural / societal / family of origin / religious concepts which make them prone to placate or accept rather than react .,GE01,,,
text156,victim,text156_victim,5,May have been ' trained ' by previous experience to accept violence as part of love or as part of relationships of whatever type .,VI11,,,
text156,victim,text156_victim,6,If looks larger / stronger than the perpetrator may fear that if violence is reported the aggressor will acuse them of being the aggressor,BL04,,,
text157,incident,text157_incident,1,"hitting , punching , kicking , scratching , throwing things","AB01, AB01, AB01, AB13, AB05",,,
text157,perpetrator,text157_perpetrator,1,"aggressive , controlling , traumatised , experienced abuse","PE03, CB01, PE09, PE09",,,
text157,relationship,text157_relationship,1,"fraught , eggshells , fearful","RE01, RE01, RE01",,,
text157,victim,text157_victim,1,"vulnerable , isolated , fearful","VI01, VI02, VI13",,,
text158,incident,text158_incident,1,Hit Spit Slap Degrade Pull hair,"AB01, AB02, AB01, AB02, AB13",,,
text158,perpetrator,text158_perpetrator,1,Dominant Masculine Nasty Abusive,"PE04, GE08, PE01, AB05",,,
text158,relationship,text158_relationship,1,One sided Unhappy,"RE02, RE01",,,
text158,relationship,text158_relationship,2,Unstable,RE01,,,
text158,victim,text158_victim,1,Scared Submissive,"VI13, VI05",,,
text158,victim,text158_victim,2,Weak,VI01,,,
text159,incident,text159_incident,1,Hitting Slapping Using of objects as weapons,"AB01, AB01, AB01",,,
text159,perpetrator,text159_perpetrator,1,Possessiveness,CB02,,,
text159,perpetrator,text159_perpetrator,2,Gaslighting,MA02,,,
text159,perpetrator,text159_perpetrator,3,Demeaning,PE05,,,
text159,relationship,text159_relationship,1,Threats Coercion fear,"AB02, MA01, RE01",,,
text159,victim,text159_victim,1,Controlling behavior Emotional Manipulation Desire for control of power,"CB01, MA01, CB01",,,
text16,incident,text16_incident,1,Controlling behaviour re wedding,CB01,,,
text16,perpetrator,text16_perpetrator,1,Both possibly,BL04,,,
text16,relationship,text16_relationship,1,Unequal power struggles ?,RE02,,,
text16,victim,text16_victim,1,Both,BL04,,,
text160,incident,text160_incident,1,ca nt answer,,,e,
text160,perpetrator,text160_perpetrator,1,ca nt answer,,,e,
text160,relationship,text160_relationship,1,ca nt answer,,,e,
text160,victim,text160_victim,1,ca nt answer,,,e,
text161,incident,text161_incident,1,hitting verbal abuse keeping money from them gaslighting,"AB01, AB02, CB06, MA01",,,
text161,perpetrator,text161_perpetrator,1,butch plus sized loud obnoxious,"GE08, PE11, PE08, PE08",,,
text161,relationship,text161_relationship,1,lesbian couple living together,RE09,,,
text161,victim,text161_victim,1,shy quiet malnourished / unkept,"VI05, VI08, CI02",,,
text162,incident,text162_incident,1,Throwing of objects .,AB05,,,
text162,incident,text162_incident,2,Physical violence .,AB01,,,
text162,incident,text162_incident,3,"Threats of telling others that they themselves were the victims , not the perpetrators , of such physical or psychological violence .","BL04, AB01, AB02",,,
text162,perpetrator,text162_perpetrator,1,Manipulative and cunning .,"MA02, PE01",,,
text162,perpetrator,text162_perpetrator,3,Twists facts and uses them against their partner .,MA02,,,
text162,perpetrator,text162_perpetrator,5,Threatens to tell other people that her partner has physically or psychologically abused them .,MA02,,,
text162,perpetrator,text162_perpetrator,7,Deceitful .,MA02,,,
text162,relationship,text162_relationship,1,Toxic .,RE01,,,
text162,relationship,text162_relationship,3,Abusive .,AB05,,,
text162,relationship,text162_relationship,5,Destructive .,RE01,,,
text162,victim,text162_victim,1,Scared .,VI13,,,
text162,victim,text162_victim,3,Helpless .,VI13,,,
text162,victim,text162_victim,5,Ashamed .,VI04,,,
text162,victim,text162_victim,6,Abused .,AB05,,,
text163,incident,text163_incident,1,"rough play , slapping , yelling , screaming","AB12, AB01, AB02, AB02",,,
text163,perpetrator,text163_perpetrator,1,"tough , uncaring","PE04, PE01",,,
text163,relationship,text163_relationship,1,stubborn need to remain in relationship,RE01,,,
text163,victim,text163_victim,1,"Weak , submissive , unconfident","VI01, VI05, VI03",,,
text164,incident,text164_incident,1,angry sad scared fear hate scared,AB02,,,
text164,perpetrator,text164_perpetrator,1,bully bitch self hate controller unhappy,"PE01, PE01, PE06, CB01, PE12",,,
text164,relationship,text164_relationship,1,toxic bot good bully conrontrolling,"RE01, AB02, CB01",,,
text164,victim,text164_victim,1,abused violent picked on fearful why me frightened isolated,"AB05, AB01, AB02, VI13, VI17, VI13, VI02",,,
text17,incident,text17_incident,1,Physical / verbal violence,"AB01, AB02",,,
text17,perpetrator,text17_perpetrator,1,Middle aged woman,PE15,,,
text17,relationship,text17_relationship,1,Relationship,RE04,,,
text17,victim,text17_victim,1,Young female,VI14,,,
text18,incident,text18_incident,1,Hurting,AB05,,,
text18,perpetrator,text18_perpetrator,1,Controlling,CB01,,,
text18,relationship,text18_relationship,1,Friends,RE08,,,
text18,victim,text18_victim,1,Scared,VI13,,,
text19,incident,text19_incident,1,"Redicule , bordering harassment , likely dtems from jealousy","AB02, AB02, CB02",,,
text19,perpetrator,text19_perpetrator,1,"Older , tall , has money , dark hair colour","PE15, PE11, PE10, ",,,
text19,relationship,text19_relationship,1,Boss at work,RE08,,,
text19,victim,text19_victim,1,"Timid , shy , short in height , wears glasses","VI05, VI05, VI15",,,
text2,incident,text2_incident,1,Rape Punch,,Exclusion. Has cellmates as relationship for every scenario. Does not make sense in fm/mf. Unsure what is meant. ,e,
text2,incident,text2_incident,2,Kick,,,e,
text2,perpetrator,text2_perpetrator,1,Strong Big Fat Muscly,,,e,
text2,relationship,text2_relationship,1,Cell mates,,,e,
text2,victim,text2_victim,1,Small Weak,,,e,
text20,incident,text20_incident,1,"Hitting , hair pulling","AB01, AB13",,,
text20,perpetrator,text20_perpetrator,1,"Bitchy , controlling","PE01, CB01",,,
text20,relationship,text20_relationship,1,Toxic,RE01,,,
text20,victim,text20_victim,1,Scared and angry,"VI13, VI18",,,
text21,incident,text21_incident,1,In secret Death by 1000 cuts,"MA06, AB02",,,
text21,perpetrator,text21_perpetrator,1,Angry Loud Volatile,"PE02, PE08, PE02",,,
text21,relationship,text21_relationship,1,Difficult Volatile,"RE01, RE01",,,
text21,victim,text21_victim,1,Upset,VI18,,,
text21,victim,text21_victim,2,On edge Ashamed,"VI18, VI04",,,
text22,incident,text22_incident,1,Physical and emotional abuse .,"AB01, AB02",,,
text22,incident,text22_incident,3,Controlling and jealous behaviour .,"CB01, CB02",,,
text22,perpetrator,text22_perpetrator,1,Dominating .,PE04,,,
text22,perpetrator,text22_perpetrator,3,Aggressive .,PE03,,,
text22,perpetrator,text22_perpetrator,5,Controlling and obsessive about the partner .,"CB01, CB09",,,
text22,perpetrator,text22_perpetrator,6,Jealous .,CB02,,,
text22,relationship,text22_relationship,1,Intense relationship .,RE01,,,
text22,relationship,text22_relationship,2,Spend a lot of time together .,RE09,,,
text22,relationship,text22_relationship,3,Very passionate at the beginning and the relationship moved quickly .,MA04,,,
text22,victim,text22_victim,1,Low self confidence .,VI03,,,
text22,victim,text22_victim,2,Often struggles to speak for themselves .,VI05,,,
text22,victim,text22_victim,3,Introverted .,VI08,,,
text23,incident,text23_incident,1,Punching Kicking,"AB01, AB01",,,
text23,perpetrator,text23_perpetrator,1,Weak,VI01,Confused. Coded as victim.,c,v_recode
text23,relationship,text23_relationship,1,Unsocial,CI03,,,
text23,victim,text23_victim,1,Aggressive Strong,"PE03, PE11",Confused. Coded as perpetrator.,c,p_recode
text23,victim,text23_victim,2,Dominant,PE04,Confused. Coded as perpetrator.,c,p_recode
text24,incident,text24_incident,1,"the same as M / F and M / M responses , physical violence resulting in injury , sexual violence","AB01, AB06, AB03",AB06 = Physical injuries,,
text24,perpetrator,text24_perpetrator,1,The same as the other answers - this is no different .,,Other answers are slightly different from each other. Omit. ,e,
text24,relationship,text24_relationship,1,The same as the other answers - this is no different .,,Other answers are slightly different from each other. Omit. ,e,
text24,victim,text24_victim,1,The same as the other answers - this is no different,,Other answers are slightly different from each other. Omit. ,e,
text25,incident,text25_incident,1,"Hitting , breaking things ,","AB01, AB05",,,
text25,perpetrator,text25_perpetrator,1,Aggressive Demanding,"PE03, PE05",,,
text25,perpetrator,text25_perpetrator,2,Controlling,CB01,,,
text25,relationship,text25_relationship,1,Not equal Not healthy,"RE02, RE01",,,
text25,relationship,text25_relationship,2,Maybe one is more dominant in a traditional make time,RE02,,,
text25,victim,text25_victim,1,Passive,VI05,,,
text26,incident,text26_incident,1,Psychological abuse and manipulation Hitting,"AB02, MA01, AB01",,,
text26,incident,text26_incident,2,Bruising,AB06,,,
text26,incident,text26_incident,3,Beating,AB01,,,
text26,perpetrator,text26_perpetrator,1,Controlling,CB01,,,
text26,perpetrator,text26_perpetrator,2,Dominant Phycologically abuse and Co erosive control,"PE04, AB02, CB01",,,
text26,perpetrator,text26_perpetrator,3,Angry Jealous Paranoid Feeling threatened,"PE02, CB02, CB10, PE06",,,
text26,relationship,text26_relationship,1,Volatile Passive aggressive,"RE01, RE01",,,
text26,relationship,text26_relationship,2,Controlling Violent,"CB01, AB01",,,
text26,victim,text26_victim,1,Weak Vulnerable Unconfident Emotionally dependant Financially dependant,"VI01, VI01, VI03, DE03, DE03",,,
text27,incident,text27_incident,1,Throwing things Coercion Manipulation,"AB05, MA01, MA01",,,
text27,perpetrator,text27_perpetrator,1,Manipulative,MA02,,,
text27,perpetrator,text27_perpetrator,2,Controlling,CB01,,,
text27,relationship,text27_relationship,1,Volatile Fiery,"RE01, RE01",,,
text27,victim,text27_victim,1,Loyal Loving,"VI28, VI28",,,
text28,incident,text28_incident,1,Physical abuse Verbal abuse Controlling behaviour,"AB01, AB02, CB01",,,
text28,perpetrator,text28_perpetrator,1,Larger More masculine Tattoos Butch ' Man ' in the relationship,"PE11, GE08, GE08, GE08, GE08",,,
text28,relationship,text28_relationship,1,Established relationship Could be fixed,"RE04, RE01",,,
text28,victim,text28_victim,1,Smaller Quiet More feminine,"VI15, VI08, GE05",,,
text29,incident,text29_incident,1,Nasty Cruel,AB05,,,
text29,perpetrator,text29_perpetrator,1,Cruel Calculating,"PE01, MA02",,,
text29,perpetrator,text29_perpetrator,2,Insecure,PE06,,,
text29,perpetrator,text29_perpetrator,3,Weak,PE22,,,
text29,perpetrator,text29_perpetrator,4,Needy,PE22,,,
text29,perpetrator,text29_perpetrator,5,Difficult upbringing,PE09,,,
text29,relationship,text29_relationship,1,Unequal Threatening Toxic,"RE02, AB02, RE01",,,
text29,victim,text29_victim,1,Needy,VI01,,,
text29,victim,text29_victim,2,Weak Insecure Less dominant Anxious,"VI01, VI03, VI05, VI13",,,
text29,victim,text29_victim,3,Depressed,VI10,,,
text29,victim,text29_victim,4,Insecure attachment,VI03,,,
text3,incident,text3_incident,1,Club toilets,,,,
text3,perpetrator,text3_perpetrator,1,Bigger girl,PE11,,,
text3,relationship,text3_relationship,1,Met at a club / bar,RE08,,,
text3,victim,text3_victim,1,Under the influence of alcohol or drugs,CI01,,,
text30,incident,text30_incident,1,Slapping,AB01,,,
text30,incident,text30_incident,2,Tweaking nipples,AB13,I guess….,,
text30,perpetrator,text30_perpetrator,1,Strong,PE11,,,
text30,relationship,text30_relationship,1,Abusive,AB05,,,
text30,victim,text30_victim,1,Weak,VI01,,,
text31,incident,text31_incident,1,Unacceptable,,,,
text31,perpetrator,text31_perpetrator,1,Nasty,PE01,,,
text31,relationship,text31_relationship,1,Bad,RE01,,,
text31,victim,text31_victim,1,Not guilty and has been punished wrongly and needs help,"VI24, VI13",,,
text33,incident,text33_incident,1,Hitting .,AB01,,,
text33,perpetrator,text33_perpetrator,1,"Selfish , confident , arrogant , unable to control temper .","PE05, PE20, PE20, PE02",,,
text33,relationship,text33_relationship,1,Long term relationship or married .,RE04,,,
text33,victim,text33_victim,1,"Quiet , passive , affectionate , needy , lacking in self confidence .","VI08, VI05, VI09, VI01, VI03",,,
text34,incident,text34_incident,1,when trying to control or intimisate,CB01,,,
text34,perpetrator,text34_perpetrator,1,controlling bully,"CB01, PE01",,,
text34,relationship,text34_relationship,1,unsettled,RE06,,,
text34,victim,text34_victim,1,anxious submissive,"VI13, VI05",,,
text35,incident,text35_incident,1,Psychological Emotional abuse,AB02,,,
text35,perpetrator,text35_perpetrator,1,Butch Manly,"GE08, GE08",,,
text35,relationship,text35_relationship,1,Living together Short term,"RE09, RE06",,,
text35,victim,text35_victim,1,Feminine,GE05,,,
text35,victim,text35_victim,2,Shy Quiet,"VI05, VI08",,,
text36,incident,text36_incident,1,Beating,AB01,,,
text36,perpetrator,text36_perpetrator,1,Dominant,PE04,,,
text36,relationship,text36_relationship,1,Inbalanced,RE02,,,
text36,victim,text36_victim,1,Submissive,VI05,,,
text37,incident,text37_incident,1,Hurtful and aggressive,"AB01, AB02",,,
text37,perpetrator,text37_perpetrator,1,They can feel in control and feel better than other people .,CB01,,,
text37,relationship,text37_relationship,1,It can be a very controlled relationship and very tense,"CB01, RE01",,,
text37,victim,text37_victim,1,The can be nervous and tearful .,VI18,,,
text37,victim,text37_victim,2,Also uneasy and panic .,"VI18, VI13",,,
text38,incident,text38_incident,1,cat fight,AB12,,,
text38,perpetrator,text38_perpetrator,1,"pulling on hair , scratching","AB13, AB13",,,
text38,relationship,text38_relationship,1,ex friends,RE08,,,
text38,victim,text38_victim,1,pulled out hair,AB13,,,
text39,incident,text39_incident,1,Drunk arguments,CI01,,,
text39,perpetrator,text39_perpetrator,1,Butch,GE08,,,
text39,relationship,text39_relationship,1,Toxic,RE01,,,
text39,victim,text39_victim,1,Vulnerable,VI01,,,
text4,incident,text4_incident,1,Misunderstood,AB12,,,
text4,perpetrator,text4_perpetrator,1,Open Loud Cheeky,"PE08, PE08, PE01",,,
text4,relationship,text4_relationship,1,Rollercoaster,RE01,,,
text4,victim,text4_victim,1,Silent Scared,"VI05, VI13",,,
text40,incident,text40_incident,1,"Passive aggressive behavior , silent treatment , maybe sudden bouts of screaming , hiding their stuff , I do nâ€™t think there â€™s any overt physical violence .","AB02, AB02, AB02, AB02",,,
text40,perpetrator,text40_perpetrator,1,"Same here , really do nâ€™t know what the characteristics would be like other than maybe it â€™s somebody who has a jealous streak and either rightfully so or just like invents that their partner is being faithful or something ?",CB02,,,
text40,relationship,text40_relationship,1,Do not think that they would be married maybe live together a long time .,RE09,,,
text40,victim,text40_victim,1,Honestly I really have no idea .,,,,
text40,victim,text40_victim,2,"I â€™m probably gon na say that for almost all of these , I just do nâ€™t recall ever really having seen in my life a relationship play out that was female female with abuser abusee",AB12,,,
text41,incident,text41_incident,1,Controlling access to money,CB06,,,
text41,incident,text41_incident,2,Isolating,CB04,,,
text41,perpetrator,text41_perpetrator,1,Controlling,CB01,,,
text41,perpetrator,text41_perpetrator,2,Devious Unable to control themselves,"PE01, PE02",,,
text41,relationship,text41_relationship,1,Toxic Unhealthy,"RE01, RE01",,,
text41,victim,text41_victim,1,Low self esteem,VI03,,,
text41,victim,text41_victim,2,Isolated,VI02,,,
text42,incident,text42_incident,1,Stabbing Throwing objects Scratching Screaming,"AB10, AB05, AB13, AB02",,,
text42,perpetrator,text42_perpetrator,1,Butch Controlling Possessive,"GE08, CB01, CB02",,,
text42,relationship,text42_relationship,1,Fiery,RE01,,,
text42,relationship,text42_relationship,2,On and off,RE01,,,
text42,victim,text42_victim,1,Shrill Bitchy Fishwife,"VI19, VI16, VI16",,,
text43,incident,text43_incident,1,Beating Rape,"AB01, AB03",,,
text43,perpetrator,text43_perpetrator,1,Sick Mental,PE02,,,
text43,relationship,text43_relationship,1,Strangers Spouses,"RE08, RE04",,,
text43,victim,text43_victim,1,Naive Inviting Tortured,"VI09, BL01, VI10",,,
text44,incident,text44_incident,1,Bloody,AB06,,,
text44,perpetrator,text44_perpetrator,1,Violent,PE07,,,
text44,relationship,text44_relationship,1,Bad,RE01,,,
text44,victim,text44_victim,1,Scared,VI13,,,
text45,incident,text45_incident,1,verbal physical,"AB02, AB01",,,
text45,perpetrator,text45_perpetrator,1,mean evil bossy,"PE01, PE01, PE04",,,
text45,relationship,text45_relationship,1,lover friend boss,"RE04, RE08, RE08",,,
text45,victim,text45_victim,1,shy quiet weak,"VI05, VI08, VI01",,,
text46,incident,text46_incident,1,In private,MA06,,,
text46,perpetrator,text46_perpetrator,1,Larger Dominant and outgoing,"PE11, PE04, PE08",,,
text46,relationship,text46_relationship,1,One sided,RE02,,,
text46,victim,text46_victim,1,Petite Meek,"VI15, VI05",,,
text47,incident,text47_incident,1,Physical Verbal,"AB01, AB02",,,
text47,perpetrator,text47_perpetrator,1,Masculine Strong,"GE08, PE11",,,
text47,perpetrator,text47_perpetrator,2,Sociable Powerful,"PE08, PE16",,,
text47,perpetrator,text47_perpetrator,3,Manipulative,MA02,,,
text47,relationship,text47_relationship,1,Controlling,CB01,,,
text47,victim,text47_victim,1,Weak Lonely Lacks confidence,"VI01, VI02, VI03",,,
text47,victim,text47_victim,2,Isolated Small,"VI02, VI15",,,
text48,incident,text48_incident,1,Physical Emotional,"AB01, AB02",,,
text48,perpetrator,text48_perpetrator,1,Strong Powerful,"PE11, PE16",,,
text48,perpetrator,text48_perpetrator,2,Controlling,CB01,,,
text48,perpetrator,text48_perpetrator,3,Manipulative,MA02,,,
text48,relationship,text48_relationship,1,Emotional,RE01,,,
text48,victim,text48_victim,1,Weak Emotional Small Submissive,"VI01, VI18, VI15, VI05",,,
text49,incident,text49_incident,1,emotional coercion physical violence,"MA01, AB01",,,
text49,perpetrator,text49_perpetrator,1,loud manipulative larger / stronger,"PE08, MA02, PE11",,,
text49,relationship,text49_relationship,1,unbalanced dependant,"RE02, DE01",,,
text49,victim,text49_victim,1,smaller shy kind emotionally vulnerable,"VI15, VI05, VI09, VI01",,,
text5,incident,text5_incident,1,Relatively often with lots of verbal abuse from the perpetrator preceding this,"FR01, AB02",,,
text5,perpetrator,text5_perpetrator,1,"A strong , stocky female that preys on her vulnerable partner","PE11, PE14, PE01",,,
text5,relationship,text5_relationship,1,Traditional butch female and more lady - looking female victim,"GE08, GE05",,,
text5,victim,text5_victim,1,Shy and quiet female who goes along with what her partner says on most occasions .,"VI05, VI08, VI05",,,
text50,incident,text50_incident,1,"I could nâ€™t assume but obviously could be anything including sexual , physical or coercive control","AB03, AB01, MA01",,,
text50,perpetrator,text50_perpetrator,1,I do nâ€™t believe there are stereotypes,,,e,
text50,relationship,text50_relationship,1,I do nâ€™t think I could assume anything about their relationship,,,e,
text50,victim,text50_victim,1,I do nâ€™t believe there are stereotypes,,,e,
text51,incident,text51_incident,1,"grabbing , bruising , slaps that get passed off as accidents or as the fault of the victim","AB01, AB06, MA06, MA06",,,
text51,perpetrator,text51_perpetrator,1,"more masculine , masculine job , has brothers , drives for a living","GE08, GE08",,,
text51,relationship,text51_relationship,1,"been together a long time , invoices a lot of self esteem bashing","RE04, RE01",,,
text51,victim,text51_victim,1,"feminine , domestic , traditional , enjoys pastels and flowers","GE05, GE01, GE01, GE05",,,
text52,incident,text52_incident,1,physical scary nasty bitchy,"AB01, AB02, AB12",,,
text52,perpetrator,text52_perpetrator,1,strong willed aggressive shouty harsh scary,"PE04, PE03, PE08, PE01, PE01",,,
text52,relationship,text52_relationship,1,disjointed unfair angry sad crying,"RE01, RE02",,,
text52,victim,text52_victim,1,scared confused looking for an escape feeling guilty questioning why it 's happening,"VI13, VI17, VI04, VI17",,,
text53,incident,text53_incident,1,physical violence emotional violence manipulation,"AB01, AB02, MA01",,,
text53,perpetrator,text53_perpetrator,1,physically stronger manipulative,"PE11, MA02",,,
text53,relationship,text53_relationship,1,volatile fiery,"RE01, RE01",,,
text53,victim,text53_victim,1,timid weak submissive,"VI05, VI01, VI05",,,
text54,incident,text54_incident,1,Controlling and emotionally abusive,"CB01, AB02",,,
text54,perpetrator,text54_perpetrator,1,"Overweight , typically masculine / butch appearance , controlling","PE11, GE08, CB01",,,
text54,relationship,text54_relationship,1,"One sided , live together , few friends","RE02, RE09, CI03",,,
text54,victim,text54_victim,1,"Small , weak , timid , typically feminine appearance","VI15, VI01, VI05, GE05",,,
text55,incident,text55_incident,1,abusive language,AB02,,,
text55,perpetrator,text55_perpetrator,1,bully,PE01,,,
text55,relationship,text55_relationship,1,traditional same sex relationship,"GE08, GE05",aka emulating straight relationship,,
text55,victim,text55_victim,1,"worried nobody will believe them , passive","VI26, VI05",,,
text56,incident,text56_incident,1,generally not serious,AB12,,,
text56,perpetrator,text56_perpetrator,1,Must be angry etc .,PE02,,,
text56,relationship,text56_relationship,1,Dominant and submissive,RE02,,,
text56,victim,text56_victim,1,the common perception is that this violence does n't exist,AB12,,,
text57,incident,text57_incident,1,"Probably physical abuse , but mostly psychological abuse , because I think most men are stronger than their female partner , and are violently abused because their submission and dependance .","AB01, AB02, AB12",Confused. Needs to be fm_scenario,c,fm_recode
text57,perpetrator,text57_perpetrator,1,"Abusive women that probably was spoiled by her parents during her creation , thinks that just because she is a woman she can do anything to her man .","AB05, GE03",Confused. Needs to be fm_scenario,c,fm_recode
text57,relationship,text57_relationship,1,"She controls most of his choices and daily life , while hiding that from the public , while he accepts the control and is too scared to end the relationship .","CB01, MA06, VI05, VI13",Confused. Needs to be fm_scenario,c,fm_recode
text57,victim,text57_victim,1,"Lonely guy that ca nt open up with his friends or family , and has a tendency to justify any women actions .","VI08, VI02, VI05",Confused. Needs to be fm_scenario,c,fm_recode
text58,incident,text58_incident,1,"Pinch , kick , slap","AB13, AB01, AB01",,,
text58,perpetrator,text58_perpetrator,1,"Nasty , cruel , bully","PE01, PE01, PE01",,,
text58,relationship,text58_relationship,1,"Awkward , strained , unloving","RE01, RE01, RE01",,,
text58,victim,text58_victim,1,"Scared , afraid , worried","VI13, VI15, VI13",,,
text59,incident,text59_incident,1,Threats Verbal abuse Mental abuse,"AB02, AB02, AB02",,,
text59,perpetrator,text59_perpetrator,1,Excited,PE02,,,
text59,perpetrator,text59_perpetrator,2,Keen,PE16,,,
text59,relationship,text59_relationship,1,Controlled Demanding Powerful,"CB01, RE01, RE01",,,
text59,victim,text59_victim,1,Anxious Hopeful for future Optimistic of change,"VI13, VI25, VI25",,,
text6,incident,text6_incident,1,Sexual assault Hitting / slapping,"AB03, AB01",,,
text6,perpetrator,text6_perpetrator,1,Manipulative,MA02,,,
text6,perpetrator,text6_perpetrator,2,Controlling,CB01,,,
text6,perpetrator,text6_perpetrator,3,Threatening,PE03,,,
text6,perpetrator,text6_perpetrator,4,Gaslighter,MA02,,,
text6,relationship,text6_relationship,1,Isolated Seems fine from the outside Controlled,"CI03, MA06, CB01",,,
text6,victim,text6_victim,1,Meek Eager to please Quiet Has been broken down over time,"VI05, VI05, VI08, VI10",,,
text60,incident,text60_incident,1,rape sexual assault,"AB03, AB03",,,
text60,perpetrator,text60_perpetrator,1,abusive strong violent,"AB05, PE11, PE07",,,
