doc_id,prompt,text_id,sentence_id,sentence,coding_id,notes,e/c,relabeling
text143,perpetrator,text143_perpetrator,1,Angry Manipulative,"PE02, MA02",,,
text143,relationship,text143_relationship,1,mother sister partner Authority figure,"RE10, RE04, RE08",,,
text143,victim,text143_victim,1,Confused in denial Shame,"VI17, VI17, VI04",,,
text144,incidents,text144_incidents,1,not as bad,AB12,,,
text144,perpetrator,text144_perpetrator,1,"vindictive , strong","PE01, PE16",,,
text144,relationship,text144_relationship,1,toxic,RE01,,,
text144,victim,text144_victim,1,"weak , small ,","VI01, VI15",,,
text145,incidents,text145_incidents,1,"Forcing her into sex , hurting her during sex but saying its playful , bondage that gets out of control , role play that is wrong .","AB03, AB01, AB03, AB03",Confused. Combine with mf. ,c,mf_combine
text145,perpetrator,text145_perpetrator,1,"Strong , confident , powerful , hurtful , deceitful , vengeful , Controlling .","PE16, PE20, PE16, PE01, MA02, PE01, CB01",Confused. Combine with mf. ,c,mf_combine
text145,relationship,text145_relationship,1,"Fragile , rocky , up and down , untruthful","RE01, RE01, RE01, RE01",Confused. Combine with mf. ,c,mf_combine
text145,victim,text145_victim,1,"Vulnerable , gullible , needy , desperate , weak .","VI01, MA03, VI01, VI18, VI01",Confused. Combine with mf. ,c,mf_combine
text146,incidents,text146_incidents,1,"Humiliates him , perpetrator sets up pranks that result in the victim being hurt","AB02, AB12",,,
text146,perpetrator,text146_perpetrator,1,"Grew up with abusive family members , was encouraged by family to stand up for herself and cause trouble , lots of trouble as a teenager .","PE09, PE07, PE09",,,
text146,relationship,text146_relationship,1,"volatile , he keeps trying but it is never enough .","RE01, RE01",,,
text146,relationship,text146_relationship,2,"She ridicules him , makes him believe that he is lucky to be with her and that his life would be nothing without her","AB02, MA01",,,
text146,victim,text146_victim,1,"Grew up with bad relationships , no real father figure , mother was absent emotionally","VI11, VI31, VI10",,,
text147,incidents,text147_incidents,1,Cruel .,RE01,,,
text147,incidents,text147_incidents,2,Vindictive .,RE01,,,
text147,perpetrator,text147_perpetrator,1,Disciplined .,PE16,,,
text147,perpetrator,text147_perpetrator,2,Controlling .,CB01,,,
text147,perpetrator,text147_perpetrator,3,Feel like her partner is clearly beneath her .,PE20,,,
text147,relationship,text147_relationship,1,A lack of empathy shown .,RE01,,,
text147,relationship,text147_relationship,2,A lack of care .,RE01,,,
text147,relationship,text147_relationship,3,Masking real feelings from the general public .,MA06,,,
text147,victim,text147_victim,1,ashamed .,VI04,,,
text147,victim,text147_victim,2,weak .,VI01,,,
text147,victim,text147_victim,3,Not feeling manly .,GE05,,,
text147,victim,text147_victim,4,Worried about his reputation .,VI04,,,
text147,victim,text147_victim,5,May even have suicidal thoughts as feelings go to the extreme in thinking how have things got to this .,VI10,,,
text148,incidents,text148_incidents,1,"Emotional abuse , screaming","AB02, AB02",,,
text148,perpetrator,text148_perpetrator,1,"Plotting , abusive , harsh , mean","MA02, AB05, PE01, PE01",,,
text148,relationship,text148_relationship,1,Dating,RE06,,,
text148,victim,text148_victim,1,"Weak , scared , passive","VI01, VI13, VI05",,,
text149,incidents,text149_incidents,1,Screaming and swearing .,"AB02, AB02",,,
text149,incidents,text149_incidents,2,Pushing and kicking .,"AB01, AB01",,,
text149,perpetrator,text149_perpetrator,1,Erratic moods with irrational behaviour .,PE02,,,
text149,perpetrator,text149_perpetrator,2,Can be very affectionate but equally mean .,MA04,,,
text149,perpetrator,text149_perpetrator,3,Likes things done in very particular ways .,CB01,,,
text149,relationship,text149_relationship,1,Relationship is unexciting for one or both partners .,RE02,,,
text149,relationship,text149_relationship,2,Female partner makes most of the decisions .,RE02,,,
text149,victim,text149_victim,1,Has a fear of confrontation .,VI05,,,
text149,victim,text149_victim,2,Does n't have strong opinions .,VI05,,,
text149,victim,text149_victim,3,"Not traditionally "" macho """,GE05,,,
text15,incidents,text15_incidents,1,"pushing , shoving , biting ,","AB01, AB01, AB01",,,
text15,perpetrator,text15_perpetrator,1,"loud , bossy , bully","PE08, PE04, PE01",,,
text15,relationship,text15_relationship,1,"straight , unbalanced",RE02,,,
text15,victim,text15_victim,1,"shy , quiet ,","VI05, VI08",,,
text150,incidents,text150_incidents,1,Inappropriate expectations Unethical behaviour Sexual,"RE01, RE01, AB03",,,
text150,perpetrator,text150_perpetrator,1,Double standards Suspicious Illogical aggression,"PE05, CB10, PE03",,,
text150,relationship,text150_relationship,1,Marriage Friends Colleagues,"RE04, RE08, RE08",,,
text150,victim,text150_victim,1,Frustrated Cheated,"VI16, MA01",,,
text151,incidents,text151_incidents,1,Instigated by one rather than both carrying blame Conducted behind closed doors Followed up by apology,"RE02, MA06, MA05",,,
text151,perpetrator,text151_perpetrator,1,Insecure in relationship,PE06,,,
text151,perpetrator,text151_perpetrator,2,Easily driven to aggressive reactions,PE02,,,
text151,perpetrator,text151_perpetrator,3,Abusive childhood Paranoid,"PE09, CB10",,,
text151,relationship,text151_relationship,1,Dysfunctional Insecure Not going to end well,"RE01, RE01, RE01",,,
text151,victim,text151_victim,1,Weak minded Hopelessly in love,"VI01, VI28",,,
text151,victim,text151_victim,2,Low self - esteem,VI03,,,
text152,incidents,text152_incidents,1,"Mental abuse Coercive interactions , cutting victim off from friends & family Some physical violence","AB02, MA01, CB04, AB01",,,
text152,perpetrator,text152_perpetrator,1,Manipulative Jealous,"MA02, CB02",,,
text152,perpetrator,text152_perpetrator,2,Controlling,CB01,,,
text152,relationship,text152_relationship,1,Coercive Unhealthy Mind games,"MA01, RE01, AB02",,,
text152,victim,text152_victim,1,Embarrassed Weak & in denial,"VI04, VI01, VI17",,,
text152,victim,text152_victim,2,Easy going,VI09,,,
text153,incidents,text153_incidents,1,"Triggered by events rather than just alcohol Throwing items Slaps and punches , but short lived attacks accompanied by verbal assault , demeaning insults","CI01, AB05, AB01, AB12, AB02, AB02",,,
text153,perpetrator,text153_perpetrator,1,"Big Alpha type personality successful Mean Middle aged or late twenties at least depending on the male , not young lesbian","PE04, PE16, PE01, PE15",,,
text153,relationship,text153_relationship,1,Married Siblings wealthy or well educated or both,"RE04, RE10, PE16, VI22",,,
text153,victim,text153_victim,1,"weak small compliant having a personality problem , not a proper man","VI01, VI15, VI05, VI10, GE05",,,
text154,incidents,text154_incidents,1,"Hitting , biting and throwing things .","AB01, AB01, AB05",,,
text154,incidents,text154_incidents,3,Unprovoked aggression .,AB02,,,
text154,perpetrator,text154_perpetrator,1,Has unresolved issues regarding an absentee father .,PE27,,,
text154,perpetrator,text154_perpetrator,2,Dislikes men .,GE02,,,
text154,perpetrator,text154_perpetrator,3,Loses her self - control very easily .,PE02,,,
text154,perpetrator,text154_perpetrator,4,Is sexually frustrated .,PE12,,,
text154,relationship,text154_relationship,1,A long - term marriage or partnership .,RE04,,,
text154,relationship,text154_relationship,3,No children .,CI04,,,
text154,victim,text154_victim,1,In a relationship with the perpetrator .,RE04,,,
text154,victim,text154_victim,2,Seeks to avoid confrontation .,VI05,,,
text154,victim,text154_victim,3,Was dominated by his mother and sisters .,VI11,,,
text154,victim,text154_victim,4,Has a white - collar job .,VI22,,,
text155,incidents,text155_incidents,1,Smashing stuff,AB05,,,
text155,incidents,text155_incidents,2,Fighting Throwing things,"AB05, AB05",,,
text155,perpetrator,text155_perpetrator,1,Violent Short fuse,"PE07, PE02",,,
text155,relationship,text155_relationship,1,Anger No longer want to be together,"RE01, RE01",,,
text155,relationship,text155_relationship,2,Hostile,RE01,,,
text155,victim,text155_victim,1,Weak for letting a women attack them,GE06,,,
text155,victim,text155_victim,2,Sorry for them,,,,
text156,incidents,text156_incidents,1,Physical attacks,AB01,,,
text156,incidents,text156_incidents,2,Denigrating the other person in public or before other family members or before other employees or students .,AB02,,,
text156,incidents,text156_incidents,4,Taking advantage of financial disparities to keep the other person under their control,CB06,,,
text156,incidents,text156_incidents,5,Threatening low marks or poor references,MA01,,,
text156,incidents,text156_incidents,6,Preventing the other person from fighting back by threatening to report them as the aggressor,BL04,,,
text156,perpetrator,text156_perpetrator,1,Entitled and narcissistic Lacks emotional control Resents the others dependence while also demanding it,"PE05, PE02, PE01, CB01",,,
text156,perpetrator,text156_perpetrator,2,May have previous family or social experience where female violence is the norm .,PE09,,,
text156,perpetrator,text156_perpetrator,3,Drink or drugs problem,CI01,,,
text156,relationship,text156_relationship,1,"Marriage , co - habitation , within nuclear family situation , or ' romantic ' relationship .","RE04, RE09, RE10, RE04",,,
text156,relationship,text156_relationship,2,Boss / employee .,RE08,,,
text156,relationship,text156_relationship,3,Teacher / student .,RE08,,,
text156,victim,text156_victim,1,"Embarrassed which may prevent victim from trying to get out of the relationship or situation Dependent on the other person in some way e.g. home comforts , provision of care for children , financial or emotionally needy","VI04, DE03",,,
text156,victim,text156_victim,2,Trained by previous family or social experience to accept a subservient role or situation in which you never quite know where you are May have strong social / cultural / religious inhibitions against violence against a female combined with lack of experience of dominant / violent female and thus feel paralysed by the situation .,"VI11, GE01, VI06",,,
text156,victim,text156_victim,3,Fear that if ' fights back ' will be seen as the aggressor even though it is not the case May have been ' trained ' in family of origin to accept female violence .,"BL04, VI11",,,
text157,incidents,text157_incidents,1,"hitting , punching , kicking , scratching","AB01, AB01, AB01, AB13",,,
text157,perpetrator,text157_perpetrator,1,"violent , controlling , shouting , aggressive","PE07, CB01, AB02, PE03",,,
text157,relationship,text157_relationship,1,"controlling and coersive , imbalanced , fearful","CB01, MA01, RE02, RE01",,,
text157,victim,text157_victim,1,"vulnerable , isolated , traumatised , scared , embarrassed","VI01, VI02, VI10, VI13, VI04",,,
text158,incidents,text158_incidents,1,Physical abuse Verbal abuse,"AB01, AB02",,,
text158,perpetrator,text158_perpetrator,1,Aggressive,PE03,,,
text158,perpetrator,text158_perpetrator,2,Dominant Violent,"PE04, PE07",,,
text158,relationship,text158_relationship,1,Strained One sided Unhappy,"RE01, RE02, RE01",,,
text158,victim,text158_victim,1,Scared Submissive,"VI13, VI05",,,
text158,victim,text158_victim,2,Weak,VI01,,,
text159,incidents,text159_incidents,1,Hitting slapping Kicking,"AB01, AB01, AB01",,,
text159,perpetrator,text159_perpetrator,1,Controlling Behavior Manipulation Emotional Abuse,"CB01, MA02, AB02",,,
text159,relationship,text159_relationship,1,Emotional manipulation victimization Fear of searching for help,"MA01, AB05, VI13",,,
text159,victim,text159_victim,1,Feeling shame Embarrassment Confusion,"VI04, VI04, VI17",,,
text16,incidents,text16_incidents,1,Psychological more than physical,AB02,Confused. Needs to be mf_scenario,c,mf_recode
text16,perpetrator,text16_perpetrator,1,Males are stereotypes for their aggression dominance,"PE03, PE04",Confused. Needs to be mf_scenario,c,mf_recode
text16,relationship,text16_relationship,1,Male over female,RE02,Confused. Needs to be mf_scenario,c,mf_recode
text16,victim,text16_victim,1,It â€™s always the women who is the victim,,,e,
text160,incidents,text160_incidents,1,humiliation assault,"AB02, AB05",,,
text160,perpetrator,text160_perpetrator,1,""" wears the pants "" in the relationship bossy behaves freely , without regard","GE08, PE04, PE05",,,
text160,relationship,text160_relationship,1,one sided toxic,"RE02, RE01",,,
text160,victim,text160_victim,1,loyal to relationship fear of leaving fear of defending self,"VI28, VI13, VI13",,,
text161,incidents,text161_incidents,1,hitting / slapping verbal abuse gaslighting,"AB01, AB02, MA01",,,
text161,perpetrator,text161_perpetrator,1,plus size loud rowdy,"PE11, PE08, PE01",,,
text161,relationship,text161_relationship,1,boyfriend and girlfriend not married maybe living together / stay together most of the time,"RE04, RE09",,,
text161,victim,text161_victim,1,kind poor self esteem small tmid,"VI09, VI03, VI15, VI08",,,
text162,incidents,text162_incidents,1,Physical violence .,AB01,,,
text162,incidents,text162_incidents,3,Threatening behaviour .,AB02,,,
text162,incidents,text162_incidents,5,Psychological bullying and manipulation .,"AB02, MA01",,,
text162,incidents,text162_incidents,6,Throwing of objects .,AB05,,,
text162,incidents,text162_incidents,7,Physical violence .,AB01,,,
text162,incidents,text162_incidents,8,"Threats of telling others that they themselves were the victims , not the perpetrators , of such physical or psychological violence .",BL04,,,
text162,perpetrator,text162_perpetrator,1,Manipulative .,MA02,,,
text162,perpetrator,text162_perpetrator,3,Cunning .,MA02,,,
text162,perpetrator,text162_perpetrator,5,Deceitful .,MA02,,,
text162,perpetrator,text162_perpetrator,7,Wicked .,PE01,,,
text162,perpetrator,text162_perpetrator,8,Evil .,PE01,,,
text162,relationship,text162_relationship,1,Abuse .,AB05,,,
text162,relationship,text162_relationship,3,Abusive in nature .,AB05,,,
text162,relationship,text162_relationship,4,"Violence , whether that be mental or physical Disgusting .","AB02, AB01",,,
text162,relationship,text162_relationship,5,Manipulation .,MA01,,,
text162,victim,text162_victim,1,Introverted .,VI08,,,
text162,victim,text162_victim,3,Reluctant to tell anyone about the fact that such violence is going on .,MA06,,,
text162,victim,text162_victim,4,Being gaslighted into thinking they are in the wrong .,MA01,,,
text163,incidents,text163_incidents,1,"slapping , kickiing , punching , belittling","AB01, AB01, AB01, AB02",,,
text163,perpetrator,text163_perpetrator,1,"strong , tough , domineering","PE16, PE16, PE04",,,
text163,relationship,text163_relationship,1,"abusive , more subtle manipulation","AB05, MA01",,,
text163,victim,text163_victim,1,"Weak , spineless , submissive","VI01, VI01, VI05",,,
text164,incidents,text164_incidents,1,dreadful terrible scary dread,"RE01, RE01, AB02, RE01",,,
text164,perpetrator,text164_perpetrator,1,shame angry self loathing evil unhappy,"PE23, PE02, PE06, PE01, PE12",,,
text164,relationship,text164_relationship,1,selfish toxic chaotic,"RE02, RE01, RE01",,,
text164,victim,text164_victim,1,shy embarrassed shame shocked abused violated,"VI05, VI04, VI04, VI17, AB05, AB05",,,
text17,incidents,text17_incidents,1,"Manipulation , harassment , verbal abuse","MA01, AB02, AB02",,,
text17,perpetrator,text17_perpetrator,1,Family man,GE01,,,
text17,relationship,text17_relationship,1,Affair,RE05,,,
text17,victim,text17_victim,1,Mental health issues,VI10,,,
text18,incidents,text18_incidents,1,Shouting Pushing,"AB02, AB01",,,
text18,incidents,text18_incidents,2,Hittinf,AB01,,,
text18,perpetrator,text18_perpetrator,1,Manipulative,MA02,,,
text18,relationship,text18_relationship,1,Partners romantically,RE04,,,
text18,victim,text18_victim,1,Weak,VI01,,,
text19,incidents,text19_incidents,1,"Perpertraitor sexually assaults younger man , she probablyis drunk and thinks it 's funny , and because its a woman groping a man , it 's more acceptable","AB03, CI01, AB12",,,
text19,perpetrator,text19_perpetrator,1,"Older woman , does n't realise their is a large age gap between her and the victim , overweight likes being loud and center of attention","PE15, PE11, PE08",,,
text19,relationship,text19_relationship,1,Possibly the victim is a server / waiter,RE08,,,
text19,victim,text19_victim,1,"Young attractive man , most likely physically fit and muscular .","VI14, VI21",,,
text19,victim,text19_victim,2,Quite confident,VI20,,,
text2,incidents,text2_incidents,1,Rape Emotional blackmail Manipulation,,Exclusion. Has cellmates as relationship for every scenario. Does not make sense in fm/mf. Unsure what is meant. ,e,
text2,perpetrator,text2_perpetrator,1,Strong Big Fat,,,e,
text2,relationship,text2_relationship,1,Cell mates,,,e,
text2,victim,text2_victim,1,Weak Small Feeble,,,e,
text20,incidents,text20_incidents,1,"Hitting , throwing","AB01, AB05",,,
text20,perpetrator,text20_perpetrator,1,"Psycho , dominant","PE01, PE04",,,
text20,relationship,text20_relationship,1,Toxic,RE01,,,
text20,victim,text20_victim,1,"Weak , defenceless because he would get in trouble if he hit back for example ,","VI01, BL04",,,
text21,incidents,text21_incidents,1,Belittling,AB02,,,
text21,incidents,text21_incidents,2,Arguing Making excuses Physical,"AB02, MA05, AB01",,,
text21,perpetrator,text21_perpetrator,1,Angry Loud Unreasonable,"PE02, PE08, PE02",,,
text21,perpetrator,text21_perpetrator,2,Sorry,PE23,,,
text21,perpetrator,text21_perpetrator,3,Upset,PE23,,,
text21,relationship,text21_relationship,1,Volatile Constant blow ups,"RE01, FR03",,,
text21,victim,text21_victim,1,Ashamed Frightened,"VI04, VI13",,,
text21,victim,text21_victim,2,Emasculated Belittled Picked apart,"GE05, AB02, AB02",,,
text21,victim,text21_victim,3,Upset,VI18,,,
text21,victim,text21_victim,4,Trapped,VI13,,,
text21,victim,text21_victim,5,Keeping secrets,,Unclear which kind/why and whether BL or not. ,,
text22,incidents,text22_incidents,1,Constant arguments and belittling comments .,"FR03, AB02",,,
text22,incidents,text22_incidents,2,Mentally abusive .,AB02,,,
text22,incidents,text22_incidents,3,Occasions of physical abuse too .,AB01,,,
text22,perpetrator,text22_perpetrator,1,Controlling and emotionally manipulative .,"CB01, MA02",,,
text22,perpetrator,text22_perpetrator,2,Obsessive and always watching the victims every move .,CB01,,,
text22,perpetrator,text22_perpetrator,3,Insecure themselves .,PE06,,,
text22,relationship,text22_relationship,1,Toxic .,RE01,,,
text22,relationship,text22_relationship,3,"Constant arguments , bullying behaviour by the perpetrator .","FR03, AB02",,,
text22,relationship,text22_relationship,4,"Belittling comments , knocking the victims confidence .","AB02, AB02",,,
text22,victim,text22_victim,1,Feels inmasculine .,GE05,,,
text22,victim,text22_victim,2,"Low self esteem , depressed and quiet .","VI03, VI10, VI08",,,
text22,victim,text22_victim,3,May put on a brave face to friends / family / work colleagues .,MA06,,,
text23,incidents,text23_incidents,1,Slapping Pushing,"AB01, AB01",,,
text23,perpetrator,text23_perpetrator,1,Weak Unmanly Pathetic," VI01, GE05, VI01",Confused? - Coded as Victim,c,v_recode
text23,relationship,text23_relationship,1,Not a strong one Female dominated,"RE01, RE02",,,
text23,victim,text23_victim,1,Bossy Aggressive,"PE04, PE03",Confused? - Coded as Perpetrator,c,p_recode
text24,incidents,text24_incidents,1,violent outburst resulting in physical injuries taking away of personal items to restrict access to outside world refusing to let them leave,"AB01, AB06, CB03, CB01",,,
text24,perpetrator,text24_perpetrator,1,confident arrogant jealous prone to gas lighting insecure - threaten self harm if partner leaves,"PE20, PE20, CB02, MA02, PE06, MA02",,,
text24,relationship,text24_relationship,1,married or partners,RE04,,,
text24,victim,text24_victim,1,"on edge , frightened tense most of the time axious","VI18, VI13, VI13, ",,,
text25,incidents,text25_incidents,1,Hitting Throwing things,"AB01, AB05",,,
text25,perpetrator,text25_perpetrator,1,Aggressive Man hater ?,"PE03, GE02",,,
text25,relationship,text25_relationship,1,She makes all the major decisions,RE02,,,
text25,relationship,text25_relationship,2,No equality,RE02,,,
text25,victim,text25_victim,1,Not strong enough Too passive Should retaliate,"VI01, VI05, BL01",,,
text26,incidents,text26_incidents,1,Hitting Injuries to body Emotional damaged,"AB01, AB06, AB02",,,
text26,incidents,text26_incidents,2,Threatening or manipulative words,AB02,,,
text26,perpetrator,text26_perpetrator,1,Narsicustic Controlling,"PE05, CB01",,,
text26,perpetrator,text26_perpetrator,2,Emotionally manipulative Volatile Easily angered,"MA02, PE02, PE02",,,
text26,relationship,text26_relationship,1,Controlled Manipulated,"CB01, MA01",,,
text26,relationship,text26_relationship,2,Unbalanced,RE02,,,
text26,relationship,text26_relationship,3,Unequal Co - erosive control Fear,"RE02, MA01, AB02",,,
text26,victim,text26_victim,1,Shy Weak Unable to stand up for self Easily intimidated,"VI05, VI01, VI13, VI05",,,
text26,victim,text26_victim,2,Threatened Calm and gentle,"AB02, VI09",,,
text27,incidents,text27_incidents,1,Throwing things,AB05,,,
text27,incidents,text27_incidents,2,Hitting Manipulation,"AB01, MA01",,,
text27,perpetrator,text27_perpetrator,1,Manipulative Domineering,"MA02, PE04",,,
text27,perpetrator,text27_perpetrator,2,Outgoing Independent,"PE08, PE16",,,
text27,relationship,text27_relationship,1,Volatile Dysfunctional,"RE01, RE01",,,
text27,victim,text27_victim,1,Ashamed Loyal Quiet Loving,"VI04, VI28, VI08, VI09",,,
text28,incidents,text28_incidents,1,Physical abuse Verbal abuse Controlling behaviour,"AB01, AB02, CB01",,,
text28,perpetrator,text28_perpetrator,1,Loud Confident Mean Popular Attractive,"PE08, PE20, PE01, PE08, PE21",,,
text28,relationship,text28_relationship,1,Long term Married Live together,"RE04, RE09",,,
text28,victim,text28_victim,1,Quiet Gentle Should be able to fight back,"VI08, VI09, GE06",,,
text29,incidents,text29_incidents,1,Cruel,AB05,,,
text29,perpetrator,text29_perpetrator,1,Cruel Calculating Forceful Manipulative Domineering,"PE01, MA02, PE04, MA02, PE04",,,
text29,relationship,text29_relationship,1,Toxic Nasty Manipulative,"RE01, RE01, MA01",,,
text29,victim,text29_victim,1,Less traditionally masculine Insecure Lower intelligence,"GE05, VI03, CI02",,,
text29,victim,text29_victim,2,Anxious,VI13,,,
text3,incidents,text3_incidents,1,Happened in school,AB08,,,
text3,perpetrator,text3_perpetrator,1,Person of authority,PE16,,,
text3,relationship,text3_relationship,1,Teacher student,RE08,,,
text3,victim,text3_victim,1,Young boy,VI14,,,
text30,incidents,text30_incidents,1,Kicking in balls,AB01,,,
text30,perpetrator,text30_perpetrator,1,Manipulative Angry,"MA02, PE02",,,
text30,perpetrator,text30_perpetrator,2,Deceitful,MA02,,,
text30,relationship,text30_relationship,1,Controlled Fake,"CB01, RE07",,,
text30,victim,text30_victim,1,Weak Submissive Embarrassed,"VI01, VI05, VI04",,,
text31,incidents,text31_incidents,1,Unacceptable,,,,
text31,perpetrator,text31_perpetrator,1,Guilty and unacceptable but may be a reason to make it seem more acceptable possibly,GE03,,,
text31,relationship,text31_relationship,1,Rocky,RE01,,,
text31,victim,text31_victim,1,Needs help,VI13,,,
text32,incidents,text32_incidents,1,Pushing Hand slap,"AB01, AB01",,,
text32,perpetrator,text32_perpetrator,1,Loud Obsessed,"PE08, CB06",,,
text32,relationship,text32_relationship,1,Many break - ups Public fights,"RE01, AB08",,,
text32,victim,text32_victim,1,Silent lack of interest,"VI08, VI08",,,
text33,incidents,text33_incidents,1,"Throwing things , hitting partner with objects , spitting in his face and hitting him .","AB05, AB01, AB02, AB01",,,
text33,perpetrator,text33_perpetrator,1,"Has mental health problems , has had a turbulent childhood , was a victim herself of mental and physical abuse .","PE09, PE09, PE09",,,
text33,perpetrator,text33_perpetrator,2,"Enjoys the power and control , unable to control anger .","PE04, PE02, ",,,
text33,relationship,text33_relationship,1,"Not married , she has children from a previous relationship .","RE04, CI05",,,
text33,victim,text33_victim,1,"Weak , no self confidence , passive does not like conflict and is attracted to strong females and is willing to hand over control to her .","VI01, VI03, VI05, VI05",,,
text34,incidents,text34_incidents,1,when woman gets angry and lashes out,AB02,,,
text34,perpetrator,text34_perpetrator,1,dominant assertive,"PE04, PE04",,,
text34,relationship,text34_relationship,1,unsettled led by woman,"RE06, RE02",,,
text34,victim,text34_victim,1,"quiet , submissive","VI08, VI05",,,
text35,incidents,text35_incidents,1,Physical violence,AB01,,,
text35,perpetrator,text35_perpetrator,1,Controlling Dominating,"CB01, PE04",,,
text35,relationship,text35_relationship,1,Female led Unequal,"RE02, RE02",,,
text35,victim,text35_victim,1,Meek Not manly,"VI05, GE05",,,
text36,incidents,text36_incidents,1,"Scratching , slapping , punching and destroying property","AB13, AB01, AB01, AB05",,,
text36,perpetrator,text36_perpetrator,1,"Jealous Chav , most likely Does nâ€™t see what she does as wrong , because a man is stronger and should be able to take it ( in her opinion ) Plays down her actions , normalises them","CB02, GE06, GE03",,,
text36,relationship,text36_relationship,1,"Possibly very one sided , jealousy would be rife I imagine","RE02, CB02",,,
text36,victim,text36_victim,1,Trapped False sense of love Makes excuses for the female Possibly blames himself Afraid to speak up,"VI13, VI28, VI17, BL05, VI05",,,
text37,incidents,text37_incidents,1,Shameful,,,,
text37,perpetrator,text37_perpetrator,1,Control,CB01,,,
text37,relationship,text37_relationship,1,Tense and needy,"RE01, RE01",,,
text37,victim,text37_victim,1,Hurt and useless,"VI10, BL01",,,
text38,incidents,text38_incidents,1,"slapping , hitting","AB01, AB01",,,
text38,perpetrator,text38_perpetrator,1,mentally bullying,AB02,,,
text38,relationship,text38_relationship,1,toxic,RE01,,,
text38,victim,text38_victim,1,mentally exhausted,VI10,,,
text39,incidents,text39_incidents,1,Anger outbursts,AB02,,,
text39,perpetrator,text39_perpetrator,1,Manipulative,MA02,,,
text39,relationship,text39_relationship,1,Only together because they have a child,CI05,,,
text39,victim,text39_victim,1,Vulnerable,VI01,,,
text4,incidents,text4_incidents,1,Emotional breakdown,AB02,,,
text4,perpetrator,text4_perpetrator,1,Selfish Narcissistic,"PE05, PE05",,,
text4,relationship,text4_relationship,1,War,RE01,,,
text4,victim,text4_victim,1,Lost,VI17,,,
text40,incidents,text40_incidents,1,The only thing that comes to mind is like maybe slapping .,AB01,,,
text40,incidents,text40_incidents,2,I do nâ€™t really see it as like a heavy amount of violence .,AB12,,,
text40,incidents,text40_incidents,3,But slapping enough it â€™s still violence .,AB01,,,
text40,perpetrator,text40_perpetrator,1,Perpetrator would be somebody who was used to getting their way and who would nâ€™t take no for an answer maybe but manipulative or conniving .,"PE05, MA02",,,
text40,relationship,text40_relationship,1,I think that they would live together and maybe not be married .,RE09,,,
text40,victim,text40_victim,1,"I guess I would see the victim as somebody was kind of a push over , eager to please","VI05, VI05",,,
text41,incidents,text41_incidents,1,"Male being controlled , restricted access to money","CB01, CB06",,,
text41,perpetrator,text41_perpetrator,1,"Aggressive , controlling , jealous","PE03, CB01, CB02",,,
text41,relationship,text41_relationship,1,"Controlling , unhealthy","CB01, RE01",,,
text41,victim,text41_victim,1,"Shy , low self esteem","VI05, VI03",,,
text42,incidents,text42_incidents,1,Slapping Verbal emotional abuse,"AB01, AB02",,,
text42,perpetrator,text42_perpetrator,1,Dominatrix Fishwife,"PE04, PE01",,,
text42,perpetrator,text42_perpetrator,2,Dark hair Leather,,,,
text42,relationship,text42_relationship,1,Unmarried,RE06,,,
text42,relationship,text42_relationship,2,No children,CI04,,,
text42,victim,text42_victim,1,Weak Must enjoy it,"VI01, BL01",,,
text42,victim,text42_victim,2,Sexually submissive Blonde,VI05,,,
text43,incidents,text43_incidents,1,Fights,AB05,,,
text43,perpetrator,text43_perpetrator,1,I do nâ€™t know,,,,
text43,relationship,text43_relationship,1,Spouses,RE04,,,
text43,victim,text43_victim,1,Weak,VI01,,,
text44,incidents,text44_incidents,1,Verbal,AB02,,,
text44,perpetrator,text44_perpetrator,1,Angry Abusive,"PE02, AB05",,,
text44,relationship,text44_relationship,1,Bad,RE01,,,
text44,victim,text44_victim,1,Weak Does nâ€™t fight back,"VI01, VI13",,,
text45,incidents,text45_incidents,1,physical verbal,"AB01, AB02",,,
text45,perpetrator,text45_perpetrator,1,mean evil bossy vindictive,"PE01, PE01, PE04, PE01",,,
text45,relationship,text45_relationship,1,boss lover friend collegue,"RE08, RE04, RE08, RE08",,,
text45,victim,text45_victim,1,weak shy quiet lonely,"VI01, VI05, VI08, VI02",,,
text46,incidents,text46_incidents,1,In private,MA06,,,
text46,perpetrator,text46_perpetrator,1,Dominant Aggressive,"PE04, PE03",,,
text46,relationship,text46_relationship,1,One sided,RE02,,,
text46,victim,text46_victim,1,Weak Downtrodden,"VI01, VI05",,,
text47,incidents,text47_incidents,1,Verbal abuse Emotional abuse Assault,"AB02, AB02, AB05",,,
text47,perpetrator,text47_perpetrator,1,Strong,PE11,,,
text47,perpetrator,text47_perpetrator,2,Controlling Obsessive,"CB01, CB06",,,
text47,perpetrator,text47_perpetrator,3,Power,PE16,,,
text47,relationship,text47_relationship,1,Onsided,RE02,,,
text47,victim,text47_victim,1,Vulnerable Weak Small,"VI01, VI01, VI15",,,
text47,victim,text47_victim,2,Unmasculine,GE05,,,
text48,incidents,text48_incidents,1,Physical Emotional,"AB01, AB02",,,
text48,perpetrator,text48_perpetrator,1,Strong Powerful,"PE16, PE16",,,
text48,perpetrator,text48_perpetrator,2,Dominant Manipulative,"PE04, MA02",,,
text48,relationship,text48_relationship,1,Emotional,RE01,,,
text48,victim,text48_victim,1,Weak Emotional Small Powerless,"VI01, VI18, VI15, VI05",,,
text49,incidents,text49_incidents,1,isolating their partner physical violence guilt tripping,"CB04, AB01, AB02",,,
